판례일련번호,구분,문장번호,내용
333720,판례내용,1,광주주고등법원
333720,판례내용,2,제1형사부
333720,판례내용,3,판결
333720,판례내용,4,사건
333720,판례내용,5,2021노463 성폭력범죄의처벌등에관한특례법위반(13세미만미성년자강제추행)
333720,판례내용,6,피고인
333720,판례내용,7,A
333720,판례내용,8,항소인
333720,판례내용,9,검사
333720,판례내용,10,"검사 백○(기소), 윤○(공판)"
333720,판례내용,11,변호인
333720,판례내용,12,변호사 조○(국선)
333720,판례내용,13,원심판결
333720,판례내용,14,광주지방법원 목포지원 2021.11.25.
333720,판례내용,15,선고 2021고합115 판결
333720,판례내용,16,판결선고
333720,판례내용,17,2023.2.9.
333720,판례내용,18,주문
333720,판례내용,19,검사의 항소를 기각한다.
333720,판례내용,20,이유
333720,판례내용,21,1.항소이유의 요지(양형부당)
333720,판례내용,22,"원심의 형(징역 3년, 집행유예 5년)은 너무 가벼워서 부당하다."
333720,판례내용,23,2.판단
333720,판례내용,24,"제1심과 비교하여 양형의 조건에 변화가 없고, 제1심의 양형이 재량의 합리적인 범위를 벗어나지 아니하는 경우에는 항소심은 이를 존중함이 타당하다(대법원 2015.7.23."
333720,판례내용,25,선고 2015도3260 전원합의체 판결 참조).
333720,판례내용,26,원심은 그 판시와 같이 피고인에게 유리한 정상과 불리한 정상을 모두 종합하여 피고인에 대한 형을 정하였다.
333720,판례내용,27,"검사가 이 법원에서 양형요소로 주장하는 사유들은 이미 원심의 변론과정에 현출되어 원심이 피고인에 대한 형을 정함에 있어 충분히 고려한 사정들에 해당하고, 원심판결 선고 이후 양형의 조건이 되는 사항에 별다른 사정변경은 없다."
333720,판례내용,28,"원심이 양형의 이유로 든 사정들에다가 이 사건 각 범행의 구체적 경위와 내용, 수단 및 방법, 추행의 정도, 범행 후 정황 등 제반 양형조건들을 종합적으로 고려하여 보면, 검사가 주장하는 사정들을 감안하더라도, 원심의 형은 재량의 합리적인 범위 내에 있다고 판단되고, 그것이 너무 가벼워서 부당하다고 보이지 않는다."
333720,판례내용,29,검사의 주장은 이유 없다.
333720,판례내용,30,3.결론
333720,판례내용,31,그렇다면 검사의 항소는 이유 없으므로 형사소송법 제364조 제4항에 따라 이를 기각하기로 하여 주문과 같이 판결한다.
333720,판례내용,32,재판장 판사 이○ _________________________
333720,판례내용,33,판사 김○ _________________________
333720,판례내용,34,판사 이○ _________________________
