판례일련번호,구분,문장번호,내용
343954,판례내용,1,서 울 중 앙 지 방 법 원
343954,판례내용,2,제 4 - 1 형 사 부
343954,판례내용,3,판 결
343954,판례내용,4,"사 건 2022노2379 사기, 위조사문서행사"
343954,판례내용,5,피 고 인 A
343954,판례내용,6,항 소 인 피고인
343954,판례내용,7,"검 사 서○(기소), 박재훈(공판)"
343954,판례내용,8,변 호 인 변호사 손○(국선)
343954,판례내용,9,원 심 판 결 서울중앙지방법원 2022.4.13.
343954,판례내용,10,선고 2021고단2089 판결
343954,판례내용,11,판 결 선 고 2022.12.22.
343954,판례내용,12,주 문
343954,판례내용,13,원심판결을 파기한다.
343954,판례내용,14,피고인을 징역 1년에 처한다.
343954,판례내용,15,압수된 증 제3호[삼성(SM-A605K) 휴대폰]를 몰수한다.
343954,판례내용,16,이 유
343954,판례내용,17,1.항소이유의 요지
343954,판례내용,18,"원심의 형(징역 1년 6월, 몰수)은 너무 무거워서 부당하다."
343954,판례내용,19,2.판단
343954,판례내용,20,피고인의 항소이유를 판단하기에 앞서 직권으로 본다.
343954,판례내용,21,"기록에 의하면, 원심법원은 소송촉진 등에 관한 특례법 제23조에 따라 2022.1.21."
343954,판례내용,22,"피고인에 대한 송달을 공시송달로 할 것을 결정하고, 공시송달의 방법으로 피고인 소환장 등을 송달한 뒤, 피고인이 불출석한 상태에서 심리를 진행하여 2022.4.13."
343954,판례내용,23,"피고인에게 형을 선고한 사실, 피고인은 2022.8.24."
343954,판례내용,24,원심판결에 대하여 상소권회복청구를 하였는데 2022.9.1.
343954,판례내용,25,법원으로부터 피고인이 책임질 수 없는 사유로 상소기간 내에 상소하지 못한 것으로 인정되어 상소권회복결정(서울중앙지방법원 2022초기4601)을 받은 사실이 인정된다.
343954,판례내용,26,"위 인정사실에 따르면, 피고인이 원심의 공판절차에 출석하지 못한 데 귀책사유가 없으므로 원심판결에는 소송촉진 등에 관한 특례법 제23조의2 제1항에 의한 재심청구의 사유가 있다고 인정되고, 이는 형사소송법 제361조의5 제13호에서 정한 항소이유인 ‘재심청구의 사유가 있는 때’에 해당한다."
343954,판례내용,27,따라서 항소심인 이 법원으로서는 새로 소송 절차를 진행하고 새로운 심리 결과에 따라 다시 판결하여야 할 것이므로(대법원 2015.11.26.
343954,판례내용,28,"선고 2015도8243 판결, 대법원 2015.6.25."
343954,판례내용,29,"선고 2014도17252 전원합의체 판결 참조), 원심판결은 더 이상 유지될 수 없게 되었다."
343954,판례내용,30,3.결론
343954,판례내용,31,"원심판결에는 위와 같은 직권파기 사유가 있으므로 피고인의 양형부당 주장에 대한 판단을 생략한 채 형사소송법 제364조 제2항에 따라 원심판결을 파기하고, 변론을 거쳐 다시 다음과 같이 판결한다."
343954,판례내용,32,[다시 쓰는 판결 이유]
343954,판례내용,33,범죄사실 및 증거의 요지
343954,판례내용,34,"이 법원이 인정하는 범죄사실 및 그에 대한 증거의 요지는 원심판결의 ‘증거의 요지’란에 “1.피고인의 당심 법정진술”을 추가하는 이외에는 피고인에 대한 원심판결의 각 해당란 기재와 같으므로, 형사소송법 제369조에 따라 이를 그대로 인용한다."
343954,판례내용,35,법령의 적용
343954,판례내용,36,1.범죄사실에 대한 해당법조 및 형의 선택
343954,판례내용,37,"형법 제347조 제1항(사기의 점, 징역형 선택), 형법 제234조, 제231조(위조사문서행사의 점, 징역형 선택)"
343954,판례내용,38,1.경합범가중
343954,판례내용,39,"형법 제37조 전단, 제38조 제1항 제2호, 제50조"
343954,판례내용,40,1.몰수
343954,판례내용,41,형법 제48조 제1항 제1호
343954,판례내용,42,양형의 이유
343954,판례내용,43,"○ 불리한 정상: 조직적․계획적인 보이스피싱 범죄의 현금수거책 역할을 담당하였고, 그 과정에서 위조된 사문서를 행사하기도 하였다."
343954,판례내용,44,"피해자가 4명, 편취금액이 4,830만 원에 달하고 피해회복이 이루어지지 아니하였다."
343954,판례내용,45,○ 참작할 정상: 법정에서 범행을 모두 인정하고 진지한 반성의 태도를 보이고 있다.
343954,판례내용,46,동종으로 처벌받은 전력이 없다.
343954,판례내용,47,처음에는 다른 업무로 일을 시작한 경위와 범행과정에서의 태도 등을 감안하면 미필적 고의에 가까워 보인다.
343954,판례내용,48,"○ 그 밖에 피고인의 연령, 성행, 환경, 가족관계, 범행의 동기, 범행의 수단과 결과,"
343954,판례내용,49,범행 후의 정황 등 이 사건에 나타난 모든 양형 요소를 종합적으로 고려하여 주문과 같이 형을 정한다.
343954,판례내용,50,재판장 판사 양○ _________________________
343954,판례내용,51,판사 전○ _________________________
343954,판례내용,52,판사 차○ _________________________
