판례일련번호,구분,문장번호,내용
318973,판례내용,1,서 울 고 등 법 원
318973,판례내용,2,제 6 - 2 형 사 부
318973,판례내용,3,판 결
318973,판례내용,4,사 건
318973,판례내용,5,"2023노1479 특수재물손괴, 특수폭행, 특수재물손괴미수, 재물손괴"
318973,판례내용,6,2023감노8(병합)치료감호
318973,판례내용,7,피고인 겸 피치료감호청구인
318973,판례내용,8,A
318973,판례내용,9,항 소 인
318973,판례내용,10,피고인 겸 피치료감호청구인
318973,판례내용,11,검 사
318973,판례내용,12,"차○, 김○(기소), 류○(치료감호청구), 김○(공판)"
318973,판례내용,13,변 호 인
318973,판례내용,14,변호사 김○(국선)
318973,판례내용,15,원 심 판 결
318973,판례내용,16,서울남부지방법원 2023.5.3.
318973,판례내용,17,"선고 2023고합79, 2023고합80(병합), 2023고합81(병합), 2023감고1(병합)판결"
318973,판례내용,18,판 결 선 고
318973,판례내용,19,2023.7.12.
318973,판례내용,20,주 문
318973,판례내용,21,피고인 겸 피치료감호청구인의 항소를 모두 기각한다.
318973,판례내용,22,이 유
318973,판례내용,23,1.항소이유의 요지
318973,판례내용,24,가.피고 사건
318973,판례내용,25,1)사실오인
318973,판례내용,26,가)2021.6.27.자 특수재물손괴의 점(2023고합79)
318973,판례내용,27,피고인 겸 피치료감호청구인(이하 ‘피고인’이라 한다)이 돌멩이를 들어 승용차 앞 유리에 던진 사실은 있으나 승용차 유리가 손괴된 사실은 없다.
318973,판례내용,28,"나)2021.7.3.자 특수재물손괴미수 및 특수폭행의 점(2023고합80 제1항, 제2의 가.항)"
318973,판례내용,29,피고인이 돌멩이를 승용차와 피해자에게 던진 사실이 없다.
318973,판례내용,30,"다)2021.7.23.자 특수폭행의 점 및 특수재물 손괴의 점(2023고합80 제2의 다.항, 제3항)"
318973,판례내용,31,"피고인이 돌멩이를 피해자 J의 얼굴을 향해 던진 사실이 없고(제2의 다.항), 보도블럭 조각을 피해자 K 소유 자전거를 향해 던지긴 하였으나, 자전거 앞바퀴 부분에 흠집이 나지 않았고, 돌멩이가 피해자의 휴대전화기에 부딪힌 사실도 없다(제3항)."
318973,판례내용,32,"라)2021.10.9., 2021.10.10., 2021.10.15.자 각 재물손괴의 점(2023고합80 제4항)"
318973,판례내용,33,피고인은 이 부분 공소사실 기재와 같이 낙서한 사실이 없다.
318973,판례내용,34,마)2021.7.3.자 특수재물손괴의 점(2023고합81)
