판례일련번호,구분,문장번호,내용
315196,판례내용,1,의정부지방법원 남양주지원
315196,판례내용,2,판 결
315196,판례내용,3,사 건 2023고단945 사기
315196,판례내용,4,피 고 인 A
315196,판례내용,5,"검 사 박○(기소), 이○(공판)"
315196,판례내용,6,"변 호 인 변호사 김○, 오○"
315196,판례내용,7,판 결 선 고 2024.7.23.
315196,판례내용,8,주 문
315196,판례내용,9,피고인을 징역 1년에 처한다.
315196,판례내용,10,"다만, 이 판결 확정일부터 2년간 위 형의 집행을 유예한다."
315196,판례내용,11,피고인에게 40시간의 사회봉사를 명한다.
315196,판례내용,12,이 유
315196,판례내용,13,범 죄 사 실
315196,판례내용,14,"피고인은 ‘주식회사 B(식품 등 제조업)’의 실질적인 운영자이고, 피해자 C은 친형인 D와 부친인 E 소유의 경기 양평군 F, G, H, I, J 소재 부동산(이하 ‘이 사건 부동산’이라 함)에 부동산 임대사업을 위하여 ‘주식회사 K’이란 부동산 개발 회사를 설립한 사람이다."
315196,판례내용,15,1.인도네시아 숯 수입 사업 관련 사기
315196,판례내용,16,"피고인은 피해자가 2019.11.6.경 경기 광주시 L에 있는 M에서 이 사건 부동산을 담보로 40억 원의 대출을 받아 사업 자금을 확보하게 되자, 같은 날 경기 남양주시 N에 있는 주식회사 B 사무실에서 피해자에게 “O 선배가 인도네시아에서 보온용 숯을 수입하여 건설 현장으로 판매하고 있는데 1억 원을 빌려주면 겨울에 3개월 정도만 사용하고, 2,000∼3,000만 원을 벌 수 있게 해주겠다”라고 거짓말을 하였다."
315196,판례내용,17,"그러나 사실 피고인은 피해자로부터 위와 같이 차용한 1억 원을 주식회사 B의 운영자금 등으로 사용할 생각이었으므로, 위 차용금을 인도네시아 숯 수입 관련 자금으로 사용하여 피해자에게 수익금을 지급할 의사나 능력이 없었다."
315196,판례내용,18,피고인은 위와 같이 피해자를 기망하여 이에 속은 피해자로부터 같은 날 인도네시아 숯 수입 사업 명목으로 1억 원권 자기앞수표 1장을 교부받았다.
315196,판례내용,19,2.허위 세금계산서 발급 관련 사기
315196,판례내용,20,"피고인은 피해자가 제1항 기재와 같이 이 사건 부동산을 담보로 40억 원 대출을 받은 후 대환대출 형식으로 52억 원 상당의 대출을 받으려고 하자, 2019.11.하순경 위 주식회사 B 사무실에서 피해자에게 “대환대출 방식으로 대출금을 상환하면 나중에 양도소득세가 부과될 수 있으니 세금을 줄여 주겠다.대신 비용 처리를 위해 컨설팅 수수료 명목으로 1억 원 상당의 허위 세금계산서를 발행해야 하니 1억 1,000만 원을 입금해라.이후 1억 원은 돌려주겠다”라고 거짓말을 하고, 2020.1.7.자 공급자 주식회사 P 명의의 3,300만 원 상당의 세금계산서를 발급하고, 2020.1.10.자 공급자 주식회사 B 명의의 4,400만 원 상당의 세금계산서를 발급하고, 2020.3.19.자 공급자 주식회사 P 명의의 3,300만 원 상당의 세금계산서를 발급하였다."
315196,판례내용,21,"그러나 사실 피고인은 피해자로부터 위와 같은 허위 세금계산서 발급 명목으로 받은 1억 1,000만 원을 주식회사 B의 운영자금 등으로 사용할 생각이었으므로, 위 돈 중 1억 원을 피해자에게 돌려줄 의사나 능력이 없었다."
315196,판례내용,22,"피고인은 위와 같이 피해자를 기망하여 이에 속은 피해자로부터 허위 세금계산서 발급 명목으로 2020.1.6.경 주식회사 P Q은행 계좌(계좌번호 1 생략)로 3,300만 원, 같은 날 주식회사 B R은행 계좌(계좌번호 2 생략)로 4,400만 원, 2020.3.24.경 주식회사 P Q은행 계좌(계좌번호 1 생략)로 3,300만 원을 각각 교부받았다."
315196,판례내용,23,증거의 요지
315196,판례내용,24,1.피고인의 법정진술
315196,판례내용,25,"2.C, O에 대한 각 경찰 진술조서"
315196,판례내용,26,"3.수사보고서(세금 감면 명목 1억 1,000만 원 자금 사용처)"
315196,판례내용,27,"4.각 컨설팅용역계약서, 각 전자세금계산서"
315196,판례내용,28,"5.통장거래내역 사본, 각 송금의뢰 확인증"
315196,판례내용,29,법령의 적용
315196,판례내용,30,1.범죄사실에 대한 해당법조 및 형의 선택
315196,판례내용,31,"각 형법 제347조 제1항(사기의 점, 범죄사실 제2항은 포괄하여), 각 징역형 선택"
315196,판례내용,32,2.경합범가중
315196,판례내용,33,"형법 제37조 전단, 제38조 제1항 제2호, 제50조"
315196,판례내용,34,3.집행유예
315196,판례내용,35,형법 제62조 제1항
315196,판례내용,36,4.사회봉사명령
315196,판례내용,37,형법 제62조의2
315196,판례내용,38,양형의 이유
315196,판례내용,39,1.법률상 처단형의 범위: 징역 15년 이하
315196,판례내용,40,2.양형기준에 따른 권고형의 범위
315196,판례내용,41,"[유형의 결정] 사기범죄 > 01.일반사기 > [제2유형] 1억 원 이상, 5억 원 미만"
315196,판례내용,42,[특별양형인자] 감경요소: 실질적 피해 회복(공탁 포함)
315196,판례내용,43,"[권고영역 및 권고형의 범위] 감경영역, 징역 10개월∼2년 6개월"
315196,판례내용,44,3.선고형의 결정
315196,판례내용,45,"피고인은 고향 후배인 피해자가 거액의 부동산 담보대출을 받는 것을 기화로 피해자를 기망하여 총 2억 1천만 원을 편취하였으므로, 그 책임이 가볍지 아니하다."
315196,판례내용,46,피해자로부터 용서받지 못하였다.
315196,판례내용,47,"다만 피고인이 범행을 모두 인정하고 있는 점, 범죄사실 제1항의 피해금은 모두 변제된 것으로 보이고, 범죄사실 제2항에 대해서도 1억 원을 형사 공탁하는 등 실질적인 피해 회복이 이루어진 점, 피고인에게 동종 범죄나 벌금형을 초과하는 처벌전력이 없는 점을 비롯해 피고인의 나이, 성행, 환경, 범행의 동기, 수단과 결과, 범행 후의 정황 등 형법 제51조에 규정된 양형의 조건을 참작하여 주문과 같이 형을 정한다."
315196,판례내용,48,판사 강○ _________________________
