판례일련번호,구분,문장번호,내용
312224,판례내용,1,광주지방법원 목포지원
312224,판례내용,2,판 결
312224,판례내용,3,사 건
312224,판례내용,4,2024고정137 폭행
312224,판례내용,5,피 고 인
312224,판례내용,6,A
312224,판례내용,7,검 사
312224,판례내용,8,"장○(기소), 서○(공판)"
312224,판례내용,9,변 호 인
312224,판례내용,10,변호사 임○(국선)
312224,판례내용,11,판 결 선 고
312224,판례내용,12,2024.7.26.
312224,판례내용,13,주 문
312224,판례내용,14,피고인을 벌금 150만 원에 처한다.
312224,판례내용,15,피고인이 위 벌금을 납입하지 아니하는 경우 10만 원을 1일로 환산한 기간 피고인을 노역장에 유치한다.
312224,판례내용,16,위 벌금에 상당한 금액의 가납을 명한다.
312224,판례내용,17,이 유
312224,판례내용,18,범 죄 사 실
312224,판례내용,19,피고인은 2024.3.4.
312224,판례내용,20,"15:45경 목포시 B에 있는 C 편의점 앞에서 피해자 D(남, 17세)와 상호 상대방의 과실로 교통사고가 날 뻔했다는 이유로 말다툼을 하던 중 화가 손으로 피해자의 멱살을 잡아 흔들어 폭행하였다."
312224,판례내용,21,증거의 요지
312224,판례내용,22,1.피고인의 법정진술
312224,판례내용,23,2.D에 대한 경찰 진술조서
312224,판례내용,24,법령의 적용
312224,판례내용,25,"1.범죄사실에 대한 해당법조 및 형의 선택 형법 제260조 제1항, 벌금형 선택"
312224,판례내용,26,"2.노역장유치 형법 제70조 제1항, 제69조 제2항"
312224,판례내용,27,3.가납명령 형사소송법 제334조 제1항
312224,판례내용,28,양형의 이유
312224,판례내용,29,"피고인이 행사한 유형력이 중하지 않아 보이는 점, 그로 인한 피해도 중하지 않아 보이는 점, 그 밖에 이 사건 범행의 동기 및 경위, 피고인의 연령, 성행, 지능과 환경, 범행의 동기, 수단과 결과, 범행 후의 정황 등 이 사건 기록과 변론에 나타난 형법 제51조 소정의 양형 조건을 종합적으로 고려하여 주문과 같이 형을 정한다."
312224,판례내용,30,판사 박○ _________________________
