판례일련번호,구분,문장번호,내용
324296,판례내용,1,광주지방법원
324296,판례내용,2,제3형사부
324296,판례내용,3,판결
324296,판례내용,4,사건
324296,판례내용,5,2024노485 업무상횡령
324296,판례내용,6,피고인
324296,판례내용,7,A
324296,판례내용,8,항소인
324296,판례내용,9,피고인
324296,판례내용,10,검사
324296,판례내용,11,"김○(기소), 손○(공판)"
324296,판례내용,12,변호인
324296,판례내용,13,변호사 최○(국선)
324296,판례내용,14,원심판결
324296,판례내용,15,광주지방법원 2024.1.18.
324296,판례내용,16,선고 2023고단3565 판결
324296,판례내용,17,판결선고
324296,판례내용,18,2024.6.20.
324296,판례내용,19,주문
324296,판례내용,20,피고인의 항소를 기각한다.
324296,판례내용,21,이유
324296,판례내용,22,1.항소이유의 요지
324296,판례내용,23,원심의 형(징역 8월)은 너무 무거워서 부당하다.
324296,판례내용,24,2.판단
324296,판례내용,25,"피고인이 이 사건 범행을 인정하며 반성하는 태도를 보이고 있는 점, 1999년경 이종 범죄로 1회 벌금형의 처벌을 받은 것 외에는 형사처벌을 받은 전력이 없는 점, 피고인의 가족과 지인들이 피고인의 선처를 탄원하고 있는 점 등은 피고인에게 유리한 정상이다."
324296,판례내용,26,"그러나 이 사건 범행으로 인한 피해금액이 1억 원을 넘는 거액인 점, 피해자 회사와 합의하지 못했고, 피해자 회사가 피고인의 엄벌을 탄원하고 있는 점 등은 피고인에게 불리한 정상이다."
324296,판례내용,27,"원심은 제반 정상을 충분히 참작하여 그 형을 정한 것으로 보이고, 당심에서 새롭게 고려할 만한 특별한 정상관계나 사정변경이 없다."
324296,판례내용,28,"그 밖에 피고인의 나이, 건강상태, 성행, 가족관계, 범행의 경위, 범행 후의 정황 등 이 사건 기록과 변론에 나타난 여러 양형조건들을 종합하면, 원심의 형이 너무 무거워서 부당하다고 보이지 않는다."
324296,판례내용,29,따라서 피고인의 주장은 받아들이지 않는다.
324296,판례내용,30,3.결론
324296,판례내용,31,피고인의 항소는 이유 없으므로 형사소송법 제364조 제4항에 따라 이를 기각하기로 하여 주문과 같이 판결한다.
324296,판례내용,32,재판장 판사 김○ _________________________
324296,판례내용,33,판사 한○ _________________________
324296,판례내용,34,판사 조○ _________________________
