판례일련번호,구분,문장번호,내용
338026,판례내용,1,서 울 중 앙 지 방 법 원
338026,판례내용,2,판 결
338026,판례내용,3,사 건
338026,판례내용,4,2021고단7434 업무상횡령
338026,판례내용,5,피 고 인
338026,판례내용,6,A
338026,판례내용,7,검 사
338026,판례내용,8,"정○(기소), 정○(공판)"
338026,판례내용,9,판 결 선 고
338026,판례내용,10,2023.7.13.
338026,판례내용,11,주 문
338026,판례내용,12,피고인을 징역 1년 6개월에 처한다.
338026,판례내용,13,이 유
338026,판례내용,14,범 죄 사 실
338026,판례내용,15,"피고인은 2021.2.경 B 등과 회사를 설립하여 사업을 함께 하되, B 등은 영업을 담당하고 피고인은 새로 설립되는 회사의 대표이사가 되기로 합의하였다."
338026,판례내용,16,이에 따라 피고인은 2021.2.16.
338026,판례내용,17,서울 강남구 C에 본점을 두고 설립된 안드로이드 단말기 제조업을 영위하는 피해자 주식회사 D(이하 ‘피해자 회사’라 한다)의 대표이사에 취임하였다.
338026,판례내용,18,"그러던 중 피고인은 피해자 회사의 법인통장, 법인인감 및 법인카드 등을 보관하던 B 등과 회사 운영 및 사업 진행에 대하여 갈등을 겪게 되었고, 2021.4.경 B 등에게 알리지 아니한 채 자신이 대표이사로 등재되어 있음을 이용하여 피해자 회사의 법인통장, 법인인감 등을 등기소 등으로부터 재발급받았다."
338026,판례내용,19,그런 다음 피고인은 2021.4.5.
338026,판례내용,20,"서울 종로구 E에 있는 F은행 광화문지점에서 B 등이 피해자 회사 F은행 계좌(계좌번호 1 생략)로 사업과 관련하여 송금받은 금원 중에서 89,930,000원을, 2021.4.12."
338026,판례내용,21,"서울 송파구 G에 있는 F은행 H지점에서 28,540,000원을, 합계 118,470,000원을 각각 현금과 수표로 임의로 인출하여 이를 횡령하였다."
338026,판례내용,22,증거의 요지
338026,판례내용,23,1.제1회 공판조서 중 피고인의 진술 기재
338026,판례내용,24,"2.B, I에 대한 각 경찰 진술조서"
338026,판례내용,25,"3.법인등기부등본, 금융거래내역, 카카오톡 사진, 각 수사보고서(증거목록 순번 6, 7, 10, 12, 13, 14, 18, 19)"
338026,판례내용,26,"[피고인은 피해자 회사를 실질적으로 운영하는 B이 ‘J’ 웹사이트와 관련하여 다수의 투자자들로부터 투자금을 편취하는 것을 막고 그 투자금을 투자자들에게 반환하기 위해 피해자 회사의 자금을 인출한 것이므로 불법영득의사가 없었다고 변명하나, 정작 피고인은 이 사건 공소가 제기될 때까지 위와 같이 인출한 금원을 투자자들에게 반환한 사실이 전혀 없고, 이 사건 재판에 이르러서도 위 인출금을 그대로 보관하고 있다고 주장하면서도 실제로 피고인이 해당 금원을 그대로 보관하고 있음을 확인할 수 있는 어떠한 자료도 제시하지 못하였을 뿐만 아니라, 위 금원을 투자자들에게 반환하거나 피해자 회사의 계좌로 다시 입금하겠다는 의사를 밝히고도 끝내 이를 이행하지 아니한 채 종적을 감추고 장기간 재판에 불출석한 바 있으므로, 피고인이 불법영득의 의사로 피해자 회사의 자금을 임의로 인출하였음을 넉넉히 추인할 수 있다."
338026,판례내용,27,따라서 이 사건 공소사실을 유죄로 인정한다.]
338026,판례내용,28,법령의 적용
338026,판례내용,29,1.범죄사실에 대한 해당법조 및 형의 선택
338026,판례내용,30,"형법 제356조, 제355조 제1항(징역형 선택)"
338026,판례내용,31,양형의 이유
338026,판례내용,32,1.법률상 처단형의 범위: 징역 1개월 이상 10년 이하
338026,판례내용,33,2.양형기준에 따른 권고형의 범위: 징역 1년 이상 3년 이하
338026,판례내용,34,[유형의 결정] 횡령·배임범죄 > 횡령·배임 > 제2유형(1억 원 이상 5억 원 미만)
338026,판례내용,35,[특별양형인자] 없음
338026,판례내용,36,[권고영역] 기본영역
338026,판례내용,37,3.선고형의 결정
338026,판례내용,38,"피고인은 피해자 회사의 대표이사 지위를 이용하여 1억 1,800만 원에 달하는 거액의 회사 자금을 횡령한 것으로 그 죄가 매우 무겁다."
338026,판례내용,39,"피고인은 피해회복을 위한 아무런 조치도 취하지 아니한 채 종적을 감추고 장기간 재판에 불출석하는 등 진지한 반성과는 전혀 거리가 먼 태도를 보이고 있으므로, 피고인에 대하여는 그 죄책에 상응하는 실형의 선고가 불가피하다."
338026,판례내용,40,"피고인에 대한 구체적인 형을 정함에 있어서는 위와 같은 정상 외에도 피고인의 연령, 성행, 환경, 범행의 수단 및 결과, 범행 후의 정황 등 이 사건 공판과정에 드러난 제반 양형조건과 양형기준의 정함, 유사 사례에 대한 처벌수위 등을 두루 참작하였다."
338026,판례내용,41,판사 박○ _________________________
