판례일련번호,구분,문장번호,내용
325858,판례내용,1,대전지방법원
325858,판례내용,2,판결
325858,판례내용,3,"사건 2022고단2814 사기, 사문서위조, 위조사문서행사"
325858,판례내용,4,피고인 A
325858,판례내용,5,"검사 김○(기소), 전○(공판)"
325858,판례내용,6,변호인 변호사 김상원(국선)
325858,판례내용,7,판결선고 2023.2.9.
325858,판례내용,8,주문 피고인을 징역 1년에 처한다.
325858,판례내용,9,이유
325858,판례내용,10,"범죄사실 전화금융사기 조직은 일반적으로 중국 등 외국에서 한국에 있는 불특정 다수의 피해자들에게 무작위로 전화를 걸어 정부기관이나 금융기관 등을 사칭하는 등의 방법으로 피해자들을 기망하고, 이에 속은 피해자들로 하여금 자신들이 관리하는 계좌로 금원을 이체 또는 무통장 입금하도록 하거나 피해자들로부터 금원을 교부받아 이를 편취하는 속칭 ‘보이스피싱’ 수법으로 범행을 하는 조직으로서, 범행 전체를 총괄하며 내부 각 점조직 간의 유기적인 연락을 담당하는 ‘총책’, 총책의 지시를 받아 내부 조직원들을 관리하며 그들에게 기망 수법과 현금수거 방법 등을 교육·지시하는 ‘관리책’, 불특정 다수의 피해자들에게 전화를 걸어 정부기관 등을 사칭한 거짓말을 하여 피해자들을 기망하는 ‘콜센터’, 계좌에 입금된 피해금을 인출하여 전달하거나 피해자들을 직접 만나 돈을 받아오는 ‘현금인출책ㆍ현금수거책’ 등으로 각각 역할을 분담하는 등 철저하게 점조직 형태로 운영되고 있고, 피고인은 성명불상의 전화금융사기 조직원의 제안을 받고 피해자로부터 현금을 수거하여 전달하는 현금수거책 역할을 담당하기로 하는 등 성명불상의 전화금융사기 조직원들과 전화금융사기 범행을 하기로 순차 공모하였다."
325858,판례내용,11,1.사문서위조
325858,판례내용,12,피고인은 2022.1.6.경 불상지에서 성명불상 전화금융사기 조직원으로부터 텔레그램 메신저로 B카드 명의의 ‘강제 상환 완납 증명서’라는 제목의 파일을 전송받았다.
325858,판례내용,13,"위 문서 파일은 ‘발행번호 : 2022693522-107’, 제목에 ‘강제 상환 완납 증명서’, 내용에 ‘C 님 위 B카드 대출상품을 2022.01.06일자로 전액 상환하였음을 증명합니다.’, 하단에 ‘B카드 채권추심팀’이라고 기재되어 있고, 그 옆에 관인으로 보이는 도장 이미지를 삽입하는 방법으로 작성한 것이었다."
