판례일련번호,구분,문장번호,내용
319017,판례내용,1,서 울 고 등 법 원
319017,판례내용,2,제 8 형 사 부
319017,판례내용,3,판 결
319017,판례내용,4,사 건
319017,판례내용,5,2024노160 성폭력범죄의처벌등에관한특례법위반(촬영물등이용
319017,판례내용,6,"강요),"
319017,판례내용,7,"성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등), 공갈미수"
319017,판례내용,8,피 고 인
319017,판례내용,9,A
319017,판례내용,10,항 소 인
319017,판례내용,11,쌍방
319017,판례내용,12,검 사
319017,판례내용,13,"김○, 조○(기소), 박○(공판)"
319017,판례내용,14,변 호 인
319017,판례내용,15,법무법인 하이라인
319017,판례내용,16,담당변호사 신○
319017,판례내용,17,원 심 판 결
319017,판례내용,18,서울북부지방법원 2023.12.19.
319017,판례내용,19,"선고 2023고합340, 2023고합506"
319017,판례내용,20,(병합)판결
319017,판례내용,21,판 결 선 고
319017,판례내용,22,2024.3.29.
319017,판례내용,23,주 문
319017,판례내용,24,원심판결 중 유죄 부분을 파기한다.
319017,판례내용,25,피고인을 징역 2년에 처한다.
319017,판례내용,26,피고인에게 40시간의 성폭력 치료프로그램 이수를 명한다.
319017,판례내용,27,피고인에게 아동·청소년 관련기관등과 장애인관련기관에 각 3년간 취업제한을 명한다.
319017,판례내용,28,"압수된 서울북부지방검찰청 2023년 압 제1734호의 증 제1, 4 내지 21호, 인천지방검찰청 압 제3981호의 증 제1 내지 5호를 각 몰수한다."
319017,판례내용,29,원심판결 중 무죄 부분에 대한 검사의 항소를 기각한다.
319017,판례내용,30,이 유
319017,판례내용,31,1.항소이유의 요지
319017,판례내용,32,가.피고인
319017,판례내용,33,"원심의 형(징역 장기 2년, 단기 1년 등)은 너무 무거워서 부당하다."
319017,판례내용,34,나.검사
319017,판례내용,35,1)사실오인 내지 법리오해(무죄 부분)
319017,판례내용,36,원심판결 중 무죄 부분은 아래와 같은 이유로 사실오인 내지 법리오해의 위법이 있다.
319017,판례내용,37,가)성폭력범죄의처벌등에관한특례법위반(촬영물등이용강요)의 점에 대한 구성요건해당성 관련 주장
319017,판례내용,38,이 부분 처벌조항인 성폭력범죄의 처벌 등에 관한 특례법 제14조의3 제2항은 그 법문상 객체에 어떠한 제한을 두지 않은 채 ‘사람’의 권리행사를 방해하거나 의무 없는 일을 하게 한 자를 처벌한다고 규정하고 있다.
319017,판례내용,39,그럼에도 원심은 법문에 명시적으로 규정된 범위를 부당하게 제한하여 해석하였다.
319017,판례내용,40,"나)성폭력범죄의처벌등에관한특례법위반(촬영물등이용강요), 촬영물 제공으로 인한 성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등), 공갈미수의 점에 대한 피고인의 공모 관련 주장"
319017,판례내용,41,"이 사건 범행은 처음부터 모텔 주인들을 협박하여 금원을 갈취하려는 목적으 로 계획적․조직적으로 이루어진 것으로, 피고인이 그 과정에서 불법 촬영하기 위한 카메라 설치와 수거라는 본질적인 부분을 담당한 이상, 그 구체적인 범행 내용을 몰랐다고 하더라도 그에 대한 공동정범의 죄책을 면할 수 없다."
319017,판례내용,42,또한 피고인의 진술에 의하더라도 피고인이 이 부분 범행을 알고 있었거나 알 수 있었음을 충분히 인정할 수 있다.
319017,판례내용,43,"설령 원심과 같이 ‘모텔 주인에게 불법 촬영된 동영상을 보내어 강요, 공갈한 범행’에 대한 공모가 인정되지 않는다고 하더라도, 동영상 유포로 인한 범행은 피고인이 인정하고 있는 이상, 그 구체적인 범행 방법에 다소 차이가 있다고 하더라도, 촬영물 제공으로 인한 성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등)의 점에 대하여는 공동정범의 죄책을 부담한다."
319017,판례내용,44,2)양형부당
319017,판례내용,45,원심의 형은 너무 가벼워서 부당하다.
319017,판례내용,46,2.직권판단
319017,판례내용,47,항소이유에 관한 판단에 앞서 직권으로 본다.
319017,판례내용,48,"기록에 의하면, 피고인은 AL생으로 원심판결 선고 당시에는 소년법 제2조에서 정한 소년이었는데, 이 법원 선고 이전에 만 19세가 됨으로써 소년법 제2조에서 정한 소년에 해당하지 않게 되었다."
319017,판례내용,49,"따라서 소년법 제60조 제2항을 적용하여 형을 감경하고, 소년법 제60조 제1항을 적용하여 부정기형을 선고한 원심판결은 그대로 유지될 수 없게 되었다."
319017,판례내용,50,"다만, 위와 같은 직권파기사유에도 불구하고 원심판결의 무죄 부분에 관한 검사의 사실오인 및 법리오해 주장은 여전히 이 법원의 판단대상이 되므로, 이에 관하여 살펴본다."
319017,판례내용,51,3.검사의 사실오인 및 법리오해 주장에 관한 판단
319017,판례내용,52,원심판결 중 무죄 부분 판단에 검사의 주장과 같은 사실오인 및 법리오해의 위법이 없다.
319017,판례내용,53,그 이유는 아래와 같다.
319017,판례내용,54,가.성폭력범죄의처벌등에관한특례법위반(촬영물등이용강요)의 점에 대한 구성요건해당성 관련 주장 부분
319017,판례내용,55,"원심은 그 판시와 같은 사정들을 종합하여 성폭력범죄의 처벌 등에 관한 특례법 제14조의3 제1항, 제2항은 협박 또는 강요의 상대방이 촬영 대상자이거나 그와 밀접한 관련이 있어 촬영 대상자의 성적 자기결정권 침해 자체가 협박 또는 강요의 상대방에게 해악의 고지가 되는 경우로 제한하여 해석하는 것이 타당한데, 이 부분 공소사실은 성명불상의 공범이 피해자 N의 숙박업소에서 촬영한 성관계 동영상을 유포하여 피해자의 숙박업소 운영에 지장을 줄 것처럼 피해자를 협박하여 의무 없는 일을 강요하려 하였으나 미수에 그쳤다는 것인바, 공소사실 자체로도 성폭력범죄의 처벌 등에 관한 특례법 제14조의3이 보호하고자 하는 성적 자기결정권 침해를 이유로 하지 않고 있을 뿐만 아니라 피해자와 무관한 사람의 성적 욕망 또는 수치심을 유발할 수 있는 촬영물 등으로 해악을 고지한 경우에 불과하므로, 성폭력범죄의 처벌 등에 관한 특례법 제14조의3이 적용되는 경우에 해당한다고 볼 수 없다고 판단하였다."
319017,판례내용,56,"원심의 이 부분 판결이유를 성폭력범죄의 처벌 등에 관한 특례법 제14조의3 문언 내용, 개정취지 등에 비추어 살펴보면, 원심의 이 부분 판단은 정당하다."
