판례일련번호,구분,문장번호,내용
330863,판례내용,1,인천지방법원
330863,판례내용,2,판결
330863,판례내용,3,사건
330863,판례내용,4,"2022고단5055 사기, 공인중개사법위반"
330863,판례내용,5,2022초기3219 배상명령신청
330863,판례내용,6,피고인
330863,판례내용,7,A
330863,판례내용,8,검사
330863,판례내용,9,"박○(기소), 조○(공판)"
330863,판례내용,10,배상 신청인
330863,판례내용,11,B
330863,판례내용,12,판결 선고
330863,판례내용,13,2023.7.14.
330863,판례내용,14,주문
330863,판례내용,15,피고인을 징역 1년 6월에 처한다.
330863,판례내용,16,배상신청인의 신청을 각하한다.
330863,판례내용,17,이유
330863,판례내용,18,범죄사실
330863,판례내용,19,[범죄전력]
330863,판례내용,20,피고인은 2021.8.27.
330863,판례내용,21,"인천지방법원에서 사기죄 등으로 징역 1년을 선고받고, 2021.9.16."
330863,판례내용,22,위 판결이 확정되었다.
330863,판례내용,23,[범죄사실]
330863,판례내용,24,피고인은 인천 부평구 C에서 D공인중개사사무소를 운영한 E의 지인이다.
330863,판례내용,25,1.사기
330863,판례내용,26,"피고인은 2017.9.22.경 인천 부평구 C에 있는 D공인중개사사무소에서 피해자 B에게 “당신이 계약금만 걸고 부동산 매매계약을 하면 내가 나머지 중도금, 잔금은 알아서 해결하겠다.당신 명의로 빌라를 매수한 다음 비싼 값에 팔아 이익금을 남겨 당신이 낸 돈을 돌려주고 그 이익금을 7 대 3으로 나눠서 당신에게 30%를 주겠다.늦어도 6개월 안에 당신이 낸 돈과 이익금을 주겠다.”라는 취지로 거짓말을 하였다."
330863,판례내용,27,그러나 사실 피고인은 피해자로부터 계약금 명목의 돈을 받더라도 이를 개인적으로 사용할 생각이었을 뿐 그 돈을 해당 부동산의 소유자에게 계약금으로 지급할 생각이 없었고 피고인이 중도금과 잔금을 지불하거나 해결해 줄 의사나 능력이 없었으며 피해자로부터 받은 돈으로 부동산을 피해자 명의로 사서 비싸게 팔아 이익을 남겨 피해자에게 원금을 이익금과 함께 돌려주거나 피해자가 부동산의 소유권을 이전받게 해 줄 의사나 능력이 없었고 피해자로부터 받은 돈을 약속한 대로 제대로 돌려줄 의사나 능력이 없었다.
330863,판례내용,28,"피고인은 위와 같이 피해자를 속여 이에 속은 피해자로부터 2017.9.22.경 수표로 1,000만 원을 교부받은 것을 비롯하여 2017.9.22.경부터 2018.3.30.경까지 별지 범죄일람표 기재와 같이 피해자를 기망하여 이에 속은 피해자로부터 총 11회에 걸쳐 합계 1억 1,300만 원을 교부받았다."
330863,판례내용,29,이로써 피고인은 피해자를 기망하여 재물을 교부받았다.
330863,판례내용,30,2.공인중개사법위반
330863,판례내용,31,누구든지 다른 사람의 성명 또는 상호를 사용하여 중개업무를 하거나 다른 사람의 중개사무소등록증을 양수 또는 대여받아 이를 사용하는 행위를 하여서는 아니된다.
