판례일련번호,구분,문장번호,내용
303362,판례내용,1,대구지방법원 제1형사부 판결
303362,판례내용,2,사건: 2014노3898 농지법위반
303362,판례내용,3,"피고인: 김○, 농업"
303362,판례내용,4,주거: 등록기준지
303362,판례내용,5,항소인: 피고인
303362,판례내용,6,"검사: 김○(기소), 강○(공판)"
303362,판례내용,7,변호인: 변호사 이oo(국선)
303362,판례내용,8,원심판결: 대구지방법원 안동지원 2014.10.7.
303362,판례내용,9,선고 2014고정148 판결
303362,판례내용,10,판결선고: 2015.8.27.
303362,판례내용,11,주문: 원심판결을 파기한다.
303362,판례내용,12,피고인은 무죄.
303362,판례내용,13,피고인에 대한 판결의 요지를 공시한다.
303362,판례내용,14,이유
303362,판례내용,15,1.항소이유의 요지(사실오인)
303362,판례내용,16,"피고인은 원심 판시 토지(이하 ‘이 사건 토지’라 한다)중 일부에 채소 및 유실수를 심기 위하여 평탄화 작업을 하고, 농작업 중 일시 휴식을 위한 농막을 설치한 것일 뿐, 농지인 이 사건 토지를 농업인 주택의 부지로 전용한 것이 아니다."
303362,판례내용,17,2.판단
303362,판례내용,18,가.공소사실의 요지
303362,판례내용,19,피고인은 2012.4.초순경부터 2012.10.말경 사이에 피고인 소유의 영주시 봉현면 두산리 산 **-**에서 집을 짓기 위한 목적으로 영주시장에게 신고하지 아니하고 그곳에 식재되어 있던 사과나무를 제거한 후 900㎡ 상당을 절토 및 성토하여 평탄화 작업한 후 농막을 설치함으로써 사과과수원으로 이용되고 있던 농지를 농업인 주택의 부지로 전용하였다.
303362,판례내용,20,나.원심의 판단
303362,판례내용,21,원심은 그 거시 증거들을 종합하여 위 공소사실을 유죄로 인정하였다.
303362,판례내용,22,다.당심의 판단
303362,판례내용,23,1)관련 법령
303362,판례내용,24,별지 기재와 같다.
303362,판례내용,25,2)이 사건 토지의 절토 및 성토행위가 농지의 전용에 해당하는지 여부
303362,판례내용,26,구 농지법(2012.12.18.
