판례일련번호,구분,문장번호,내용
311562,판례내용,1,부 산 지 방 법 원
311562,판례내용,2,제 6 형 사 부
311562,판례내용,3,판 결
311562,판례내용,4,사 건
311562,판례내용,5,2024고합209 공직선거법위반
311562,판례내용,6,피 고 인
311562,판례내용,7,1.A
311562,판례내용,8,2.B
311562,판례내용,9,검 사
311562,판례내용,10,"이○(기소), 신○(공판)"
311562,판례내용,11,변 호 인
311562,판례내용,12,변호사 추○(피고인 모두를 위한 국선)
311562,판례내용,13,판 결 선 고
311562,판례내용,14,2024.7.12.
311562,판례내용,15,주 문
311562,판례내용,16,"피고인 A을 벌금 800,000원에, 피고인 B을 벌금 700,000원에 각 처한다."
311562,판례내용,17,"피고인들이 위 각 벌금을 납입하지 아니하는 경우 100,000원을 1일로 환산한 기간 피고인들을 노역장에 각 유치한다."
311562,판례내용,18,피고인들에게 위 각 벌금에 상당한 금액의 가납을 명한다.
311562,판례내용,19,이 유
311562,판례내용,20,범 죄 사 실
311562,판례내용,21,누구든지 정당한 사유 없이 공직선거법에 의한 벽보·현수막 기타 선전시설의 작성·게시·첩부 또는 설치를 방해하거나 이를 훼손·철거하여서는 아니 된다.
311562,판례내용,22,그럼에도 불구하고 피고인들은 2024.3.30.
311562,판례내용,23,"02:36경 부산 영도구 C건물 후문 노상을 지나던 중 그곳 담벼락에 설치된 제22대 국회의원 선거 부산 중·영도구 선거벽보를 발견하자 술에 취하여 별다른 이유 없이 이를 훼손하기로 마음먹고, 피고인 A은 주머니에서 라이터를 꺼내 위 선거벽보 중 기호 D번 E정당 F 후보 얼굴 사진의 왼쪽 눈 부위에 불을 붙이고 오른쪽 눈 부위에 피고인 B로부터 건네받은 초콜릿을 부착한 후 불을 붙이고, 피고인 B은 피고인 A에게 초콜릿을 건네준 후 남은 초콜릿을 위 선거벽보 중 기호 G번 H정당 I 후보 얼굴 사진의 코 부위에 부착하는 등 함께 훼손 행위를 하였다."
311562,판례내용,24,이로써 피고인들은 공모하여 정당한 사유 없이 공직선거법에 의한 선거벽보를 훼손하였다.
311562,판례내용,25,증거의 요지
311562,판례내용,26,1.피고인들의 각 법정진술
311562,판례내용,27,"1.선거벽보 훼손 사진 3매, 범행장면 CCTV 캡처사진 3매, 택시 승하차장면 등 피의자들 동선 관련 CCTV 캡처사진 5매"
311562,판례내용,28,1.피의자의 주거지 내에서 발견한 범행 당시 착용 의류
311562,판례내용,29,"1.입건조사보고서(피의자 시간대별 범행 이동 경로), 수사보고서(피의자 A 검거 경위에 대하여)"
311562,판례내용,30,법령의 적용
311562,판례내용,31,1.범죄사실에 대한 해당법조 및 형의 선택
311562,판례내용,32,"○ 피고인 A: 공직선거법 제240조 제1항, 형법 제30조(벌금형 선택)"
311562,판례내용,33,"○ 피고인 B: 공직선거법 제240조 제1항, 형법 제30조(벌금형 선택)"
311562,판례내용,34,1.노역장유치
311562,판례내용,35,"피고인들: 각 형법 제70조 제1항, 제69조 제2항"
311562,판례내용,36,1.가납명령
311562,판례내용,37,피고인들: 각 형사소송법 제334조 제1항
311562,판례내용,38,양형의 이유
311562,판례내용,39,[피고인 A]
311562,판례내용,40,1.법률상 처단형의 범위: 벌금 5만 원~400만 원
311562,판례내용,41,2.양형기준에 따른 권고형의 범위
311562,판례내용,42,이 사건 범죄에 대해서는 양형기준이 설정되어 있지 않다.
311562,판례내용,43,"3.선고형의 결정: 벌금 800,000원"
311562,판례내용,44,"피고인은 정당한 사유 없이 제22대 국회의원 선거에 관한 선거벽보를 훼손하였는바, 이러한 범행은 선거인의 알 권리, 선거의 공정성 및 선거관리의 효율성을 해하는 것으로서 그 죄질이 좋지 않은 점 등은 피고인에게 불리한 정상이다."
311562,판례내용,45,"피고인이 이 사건 범행을 인정하고 있는 점, 피고인이 우발적으로 이 사건 범행을 저지른 것으로 보이고, 선거에 영향을 미치려는 정치적인 의도나 목적을 가지고 있었다는 사정이 엿보이지는 않는 점, 피고인에게 동종범죄의 처벌전력이 없는 점 등은 피고인에게 유리한 정상이다."
