판례일련번호,구분,문장번호,내용
330925,판례내용,1,대 구 지 방 법 원
330925,판례내용,2,판 결
330925,판례내용,3,"사 건 2022고단2776, 2922(병합)사기, 사문서위조, 위조사문서행사"
330925,판례내용,4,피 고 인 A
330925,판례내용,5,"검 사 김○, 김○(기소), 이○, 양○(공판)"
330925,판례내용,6,변 호 인 법무법인 천○
330925,판례내용,7,담당변호사 공○
330925,판례내용,8,판 결 선 고 2023.2.23.
330925,판례내용,9,주 문
330925,판례내용,10,"피고인을 판시 제1의 가.나.다.죄에 대하여 징역 8개월에, 판시 제1의 라.및 2, 3, 4죄에 대하여 징역 4개월에 각 처한다."
330925,판례내용,11,이 유
330925,판례내용,12,범 죄 사 실
330925,판례내용,13,『2022고단2776』
330925,판례내용,14,피고인은 2018.11.15.
330925,판례내용,15,대전지방법원에서 횡령죄로 징역 8개월에 집행유예 2년을 선고받고 2018.11.23.
330925,판례내용,16,"그 판결이 확정되었으며, 2021.4.15."
330925,판례내용,17,대전지방법원에서 업무상횡령죄 등으로 징역 10개월에 집행유예 2년을 선고받고 2021.4.24.
330925,판례내용,18,그 판결이 확정되었다.
330925,판례내용,19,1.차량 관련 사기
330925,판례내용,20,"가.피고인은 2018.5.경 대전 대덕구 B에 있는 ㈜C에서, 전에 피고인을 통해 K9 승용차를 구입한 피해자 D로부터 차량을 팔아야겠다는 말을 듣자 피해자에게 “차량을 중고로 팔게 되면 감가상각이 심해서 손해가 많이 난다.내가 도와줄 테니 대출을 받아서 기존 차량 할부금을 변제하고 차는 내가 매도해주겠다.차량 매도대금을 나에게 주면 수익을 내어 대출금을 변제해서 손실을 만회해주겠다.”라고 말하였다."
330925,판례내용,21,"그러나 사실 당시 피고인은 특별한 재산이 없고 30,000,000원 이상의 채무가 있는"
330925,판례내용,22,데다 도박에 빠져있어 차량 매도대금을 받더라도 그것으로 수익을 내어 피해자 명의로
330925,판례내용,23,받은 대출금을 변제해줄 의사나 능력이 없었다.
330925,판례내용,24,피고인은 위와 같이 피해자를 기망하고 이에 속은 피해자로부터 2018.5.18.
330925,판례내용,25,"피고인의 처남 E 명의 F은행 계좌(계좌번호 1 생략)로 위 차량 판매대금 23,250,000원을 송금받아 이를 편취하였다."
330925,판례내용,26,나.피고인은 2018.8.경 위 가.항과 같은 장소에서 피해자에게 “내가 너를 도와주었으니 너도 나를 도와 달라.네 명의로 차량대출을 받아 아우디 A8 승용차를 구입해주면 할부금은 내가 지급하고 명의도 1년 안에 이전하겠다.”라고 말하였다.
330925,판례내용,27,"그러나 사실 당시 피고인은 특별한 재산이 없고 30,000,000원 이상의 채무가 있는데다 도박에 빠져있어 제대로 차량 할부금을 지급하거나 명의를 이전해갈 의사나 능력이 없었다."
330925,판례내용,28,피고인은 위와 같이 피해자를 기망하고 이에 속은 피해자로 하여금 2018.8.17.
