판례일련번호,구분,문장번호,내용
325198,판례내용,1,대구지방법원 서부지원
325198,판례내용,2,판 결
325198,판례내용,3,"사 건2023고단2771, 3100(병합)업무방해, 특수폭행, 경범죄처벌법위반, 폭행, 절도"
325198,판례내용,4,피고인 A
325198,판례내용,5,"검사 최○, 김○(기소), 김○(공판)"
325198,판례내용,6,판결선고 2024.4.24.
325198,판례내용,7,주문
325198,판례내용,8,피고인을 징역 1년 및 벌금 90만 원에 처한다.
325198,판례내용,9,피고인이 위 벌금을 납입하지 아니하는 경우 10만 원을 1일로 환산한 기간 피고인을 노역장에 유치한다.
325198,판례내용,10,"다만, 이 판결 확정일부터 2년 동안 위 징역형의 집행을 유예한다."
325198,판례내용,11,피고인에게 80시간의 사회봉사를 명한다.
325198,판례내용,12,위 벌금상당액의 가납을 명한다.
325198,판례내용,13,이 사건 공소사실 중 각 폭행의 점에 대한 공소를 모두 기각한다.
325198,판례내용,14,이유
325198,판례내용,15,범죄사실
325198,판례내용,16,『2023고단2771』
325198,판례내용,17,"피고인은 대구 달서구 B 소재 ‘C’을 운영하는 피해자 D(여, 55세)와 손님과 식당 운영자로 알고 지내는 지인 사이다."
325198,판례내용,18,1.업무방해
325198,판례내용,19,피고인은 2023.8.6.
325198,판례내용,20,"20:22경 위 피해자 D 운영의 ‘C’ 식당에서 같은 날 19:20경 피고인이 지인을 통해 피해자에게 사케를 15,000원에 사러 왔음에도 피해자가 25,000원이라고 하여 지인이 자신의 돈을 보태어 피해자로부터 사케를 샀다는 이유로 화가 나 위 식당을 방문하여 종이로 된 사케팩을 바닥에 던지고, 위 식당 내에서 식사를 하고 있던 손님에게 “야 니 나가, 얼른 나가라고 임마”라고 하여 식당 밖으로 나가게 하는 등 약 5분 동안 행패를 부렸다."
325198,판례내용,21,이로써 피고인은 위력으로써 피해자의 식당 영업 업무를 방해하였다.
325198,판례내용,22,2.특수폭행
325198,판례내용,23,"피고인은 위 제1항 기재 일시, 장소에서 위 피해자 D가 제1항 기재 행위에 대하여 항의를 한다는 이유로 위 식당 냉장고에 있는 위험한 물건인 사케 유리병을 꺼내 오른손에 들고 피해자의 머리를 향해 1회 내려치려 하였다."
325198,판례내용,24,이로써 피고인은 위험한 물건을 휴대하여 피해자를 폭행하였다.
325198,판례내용,25,3.경범죄처벌법위반(거짓신고)
325198,판례내용,26,가.2023.8.6.
325198,판례내용,27,21:29경 범행
325198,판례내용,28,"누구든지 있지 아니한 범죄나 재해 사실을 공무원에게 거짓으로 신고하여서는 아니됨에도, 피고인은 2023.8.6."
325198,판례내용,29,21:29경 대구 이○ 불상지에서 자신의 휴대전화로 112에 “성서지구대 앞에 불을 냈다.”라고 거짓 사실을 신고하였다.
325198,판례내용,30,나.2023.8.6.
325198,판례내용,31,21:31경 범행
325198,판례내용,32,"누구든지 있지 아니한 범죄나 재해 사실을 공무원에게 거짓으로 신고하여서는 아니됨에도, 피고인은 2023.8.6."
325198,판례내용,33,21:31경 대구 이○ 불상지에서 자신의 휴대전화로 112에 “신당지구대 앞 쓰레기통에 불이 났다.”라고 거짓 사실을 신고하였다.
325198,판례내용,34,『2023고단3100』
325198,판례내용,35,피고인은 2023.9.4.
325198,판례내용,36,"05:40경 대구 달서구 E 소재 ‘F’에서, ‘F’을 운영하는 피해자 G(여, 62세)이 부재한 상태이고 위 식당 종업원들이 피고인의 평소 행태에 겁을 먹고 피고인의 행위를 제지하지 못하고 있는 틈을 이용하여 위 식당 카운터 금고에 들어 있던 피해자 소유인 현금 8만 원을 가지고 가 절취하였다."
