판례일련번호,구분,문장번호,내용
335086,판례내용,1,서 울 동 부 지 방 법 원
335086,판례내용,2,판 결
335086,판례내용,3,사 건
335086,판례내용,4,2023고정68 업무상횡령
335086,판례내용,5,피 고 인
335086,판례내용,6,A
335086,판례내용,7,검 사
335086,판례내용,8,"전○(기소), 최○(공판)"
335086,판례내용,9,변 호 인
335086,판례내용,10,변호사 조○(국선)
335086,판례내용,11,판 결 선 고
335086,판례내용,12,2023.3.15.
335086,판례내용,13,주 문
335086,판례내용,14,"피고인을 벌금 10,000,000원에 처한다."
335086,판례내용,15,"피고인이 위 벌금을 납입하지 아니하는 경우 금 100,000원을 1일로 환산한 기간 피고인을 노역장에 유치한다."
335086,판례내용,16,위 벌금에 상당한 금액의 가납을 명한다.
335086,판례내용,17,이 유
335086,판례내용,18,범 죄 사 실
335086,판례내용,19,"피고인은 피해자 주식회사 B(이하 ‘피해 회사’라고 함)의 실질적인 운영자로, C에서 피해 회사 명의로 보증보험을 발급받아 그 대금으로 D공동사업법인으로부터 3,000만 원 상당의 쌀을 매입한 다음 이를 주식회사 E에게 판매하였다."
335086,판례내용,20,"피고인은 2020.12.22.경 서울 일원에서 주식회사 E로부터 받은 쌀 판매대금을 피해 회사를 위하여 업무상 보관하던 중, 피고인이 개인적으로 사용하는 F 명의 G 계좌(계좌번호 1 생략)로 2,420만 원을 임의로 이체하여 피고인의 개인 채무 변제에 사용하는 등 이를 횡령하였다."
335086,판례내용,21,증거의 요지
335086,판례내용,22,1.피고인의 법정진술
335086,판례내용,23,2.피고인에 대한 사경 피의자신문조서
335086,판례내용,24,3.H에 대한 사경 진술조서
335086,판례내용,25,법령의 적용
335086,판례내용,26,"1.범죄사실에 대한 해당법조 및 형의 선택 형법 제356조, 제355조 제1항(벌금형 선택)"
335086,판례내용,27,"2.노역장유치 형법 제70조 제1항, 제69조 제2항"
335086,판례내용,28,3.가납명령 형사소송법 제334조 제1항
335086,판례내용,29,이○의 이유로 주문과 같이 판결한다.
335086,판례내용,30,판사 민성철 _________________________
