판례일련번호,구분,문장번호,내용
330606,판례내용,1,서 울 남 부 지 방 법 원
330606,판례내용,2,제 2 - 1 형 사 부
330606,판례내용,3,판 결
330606,판례내용,4,사 건
330606,판례내용,5,"2023노282 사기, 횡령, 업무상횡령"
330606,판례내용,6,피 고 인
330606,판례내용,7,A
330606,판례내용,8,항 소 인
330606,판례내용,9,검사
330606,판례내용,10,검 사
330606,판례내용,11,"김○, 강○(기소), 김○(공판)"
330606,판례내용,12,변 호 인
330606,판례내용,13,변호사 김○(국선)
330606,판례내용,14,원 심 판 결
330606,판례내용,15,서울남부지방법원 2021.7.8.
330606,판례내용,16,"선고 2019고단3221, 4073(병합), 6465(병합)판결"
330606,판례내용,17,환송 전 당심판결
330606,판례내용,18,서울남부지방법원 2022.10.13.
330606,판례내용,19,선고 2021노1658 판결
330606,판례내용,20,환 송 판 결
330606,판례내용,21,대법원 2023.2.23.
330606,판례내용,22,선고 2022도15288 판결
330606,판례내용,23,판 결 선 고
330606,판례내용,24,2023.7.18.
330606,판례내용,25,주 문
330606,판례내용,26,원심판결을 파기한다.
330606,판례내용,27,피고인을 징역 1년에 처한다.
330606,판례내용,28,이 유
330606,판례내용,29,1.항소이유 요지
330606,판례내용,30,가.사실오인 및 법리오해
330606,판례내용,31,1)원심이 무죄로 판단한 횡령 부분: 피고인이 피해자로부터 렌트한 이 사건 자동차를 R에게 임의로 맡겨 횡령하였다.
330606,판례내용,32,2)원심이 이유무죄로 판단한 업무상 횡령 부분: 피고인이 이 부분도 임의로 사용하여 횡령하였다.
330606,판례내용,33,나.양형부당
330606,판례내용,34,원심이 선고한 형(징역 8월)은 너무 가벼워 부당하다.
330606,판례내용,35,2.사실오인 및 법리오해 주장에 관한 판단
330606,판례내용,36,가.횡령 여부(원심 판시 무죄 부분)
330606,판례내용,37,"원심이 적법하게 조사한 증거들에 의하여 인정되는 아래와 같은 사실 내지 사정들을 종합하면, 피고인은 자신의 R에 대한 채무의 변제기한을 유예받기 위해 피해자로부터 렌트한 이 사건 자동차를 R에게 임의로 맡긴 후 피해자로부터 수회의 반환 통보를 받고도 반환하지 않은 사실을 인정할 수 있고, 그렇다면 피고인에게 이 사건 자동차에 관한 불법영득의사도 인정할 수 있다."
330606,판례내용,38,원심이 이 부분 공소사실을 무죄라고 판단한 것은 잘못이다.
330606,판례내용,39,검사의 이 부분 주장은 이유 있다.
330606,판례내용,40,① R은 피해자 및 H에게 ‘피고인으로부터 채무에 대한 담보로 이 사건 자동차를 받았다’는 취지로 진술하였다.
330606,판례내용,41,"② R이 원심법정에서 한 진술의 주된 취지는 ‘피고인이 이 사건 자동차를 자신에게 맡겼고, 피고인이 빌린 돈을 변제하러 오면 이 사건 자동차를 돌려주기로 하였으며, 자신이 이 사건 자동차를 강제로 가져가서 돌려주지 않은 것이 아니다’는 것으로 결국 피고인으로부터 이 사건 자동차를 담보로 제공받았다는 것이어서 피해자 및 H에게 한 기존 진술과 다르지 않다."
330606,판례내용,42,"③ 피고인은 R이 원심법정에서 진술하기 전까지는 ‘이 사건 자동차를 R에게 담보로 제공하지 않았고, R이 채무를 갚지 않는다는 이유로 피고인의 사무실에 찾아와 이 사건 자동차를 임의로 운전하여 갔기 때문에 이를 피해자에게 반환할 수 없었다’는 취지로 진술하다가, R의 원심법정 진술을 들은 후에는 R의 진술에 맞추어 ‘피고인이 R과 식당에서 술을 마셔서 운전할 수 없기에 R에게 잠시 이 사건 자동차를 맡겨두었을 뿐 담보로 제공하지 않았는데도 R이 이를 돌려주지 않았다’는 취지로 진술하여 기존 주장과 달리 진술하였다."
330606,판례내용,43,이처럼 피고인의 진술이 일관되지 않고 주요부분에서 일관된 R의 진술과 다른 점에 비추어 피고인의 진술을 믿을 수 없다.
330606,판례내용,44,나.업무상 횡령 여부(원심 판시 이유무죄 부분)
330606,판례내용,45,"1)별지 범죄일람표(1)중 연번 2, 3, 11, 12, 18~25, 34~36, 39~43 부분"
330606,판례내용,46,"원심은, 피고인이 위 연번 2, 3, 11, 12, 18~25, 34~36, 39~43 부분과 같이 평일에 인출한 부분은 임금 등을 지급하기 위해 출금했다고 볼 여지가 있고, 이 금액도 횡령했다면 상당수 근로자들에게 임금이 체불되었을 것인데 그런 자료가 없다는 이유로 이 부분을 무죄라고 판단하였다."
330606,판례내용,47,피고인이 자신이 위탁받아 보관 중이던 돈이 모두 없어졌는데도 그 행방이나 사용처를 설명하지 못하거나 또는 피고인이 주장하는 사용처에 사용된 자금이 다른 자금으로 충당된 것으로 드러나는 등 피고인이 주장하는 사용처에 사용되었다는 점을 인정할 수 있는 자료가 부족하고 오히려 개인적인 용도에 사용하였다는 점에 대한 신빙성 있는 자료가 많은 경우에는 일응 피고인이 위 돈을 불법영득의 의사로써 횡령한 것으로 추단할 수 있다(대법원 2000.3.14.
330606,판례내용,48,선고 99도457 판결 등 참조).
330606,판례내용,49,위 법리를 토대로 원심이 적법하게 조사한 증거들에 의하여 인정되는 다음과 같은 사정들을 종합하면 피고인이 평일에 인출한 위 부분도 임의로 출금한 후 개인적 용도로 사용하여 횡령한 사실을 인정할 수 있다.
330606,판례내용,50,원심이 이 부분 공소사실을 무죄라고 판단한 것은 잘못이다.
330606,판례내용,51,검사의 이 부분 주장은 이유 있다.
330606,판례내용,52,① 피고인은 경찰에서 2019.1.9.
330606,판례내용,53,"처음 조사받을 때는 ‘현금으로 인출한 돈을 일부는 상품권 관련 투자금으로, 일부는 카지노 도박비로 사용했다.일부는 인건비로도 사용했으나 그 금액이 얼마인지는 모른다.’는 취지로 진술하다가, 2019.1.28."
