판례일련번호,구분,문장번호,내용
314590,판례내용,1,전주지방법원
314590,판례내용,2,제3-1형사부
314590,판례내용,3,판결
314590,판례내용,4,사건
314590,판례내용,5,"2023노1147 특정범죄가중처벌등에관한법률위반(위험운전치상),"
314590,판례내용,6,"도로교통법위반(음주운전), 도로교통법위반(무면허운전)"
314590,판례내용,7,피고인
314590,판례내용,8,A
314590,판례내용,9,항소인
314590,판례내용,10,검사
314590,판례내용,11,검사
314590,판례내용,12,"손○(기소), 이○(공판)"
314590,판례내용,13,변호인
314590,판례내용,14,변호사 김○(국선)
314590,판례내용,15,원심판결
314590,판례내용,16,전주지방법원 2023.7.7.
314590,판례내용,17,선고 2022고단2300 판결
314590,판례내용,18,판결선고
314590,판례내용,19,2024.6.27.
314590,판례내용,20,주문
314590,판례내용,21,검사의 항소를 기각한다.
314590,판례내용,22,이유
314590,판례내용,23,1.항소이유의 요지
314590,판례내용,24,"원심의 형(징역 1년 6개월 및 집행유예 3년, 사회봉사 및 수강명령)이 너무 가벼워서 부당하다."
314590,판례내용,25,2.판단
314590,판례내용,26,공판중심주의와 직접주의를 취하고 있는 우리 형사소송법에서는 양형 판단에 관하여 제1심의 고유한 영역이 존재한다.제1심과 비교하여 양형의 조건에 변화가 없고 제1심의 양형이 재량의 합리적인 범위를 벗어나지 아니하는 경우에는 이를 존중함이 타당하다(대법원 2015.7.23.
314590,판례내용,27,선고 2015도3260 전원합의체 판결 등).
314590,판례내용,28,"음주운전은 무고한 타인의 생명·신체·재산을 위협하는 심각한 범죄로 행위자에 대한 처벌 요구가 지속적으로 증가하고 있다.피고인은 2015.10.경 음주 및 무면허 운전으로, 2016.6.경 무면허운전으로 각 벌금형 처벌을 받았다.그런데도 면허 없이 음주로 인해 정상적인 운전이 곤란한 상태에서(혈중알코올농도 0.158%) 오토바이를 운전하다가 전방에 정체로 정지 중인 차량을 추돌하여 피해자에게 상해를 입히는 이 사건 범행을 저지른바, 음주운전의 위험성이 현실화 되었고 피해자로부터 용서받지 못하였으므로 책임이 결코 가볍지 않다."
314590,판례내용,29,"다만, 원심은 검사가 주장하는 위와 같은 불리한 정상을 고려하면서도, 판시와 같이 유리한 정상을 비롯한 모든 양형조건을 종합하여 피고인에 대한 형을 정하였고, 당심에서 원심의 양형조건과 달리 평가할 만한 특별한 정상이나 사정변경이 없다.그밖에 피고인의 나이, 성행, 환경, 피해자에 대한 관계, 범행의 동기, 수단과 결과, 범행 후의 정황 등 변론에 나타난 양형조건이 되는 여러 사정을 참작하여 다시 검토해 보더라도, 원심이 선고한 형이 너무 가벼워서 재량의 합리적인 범위를 벗어났다고 단정하기는 어렵다.검사의 주장을 받아들이지 않는다."
314590,판례내용,30,3.결론
314590,판례내용,31,검사의 항소는 이유 없으므로 이를 기각한다.
314590,판례내용,32,재판장 판사 김○ _________________________
314590,판례내용,33,판사 이○ _________________________
314590,판례내용,34,판사 정○ _________________________
