판례일련번호,구분,문장번호,내용
324255,판례내용,1,광주지방법원
324255,판례내용,2,제 1 형사부
324255,판례내용,3,판결
324255,판례내용,4,사건
324255,판례내용,5,"2023노934, 1573(병합)사기, 공문서위조, 위조공문서행사, 전기통신사업법위반"
324255,판례내용,6,피고인
324255,판례내용,7,B
324255,판례내용,8,항소인
324255,판례내용,9,피고인 및 검사(제1원심판결에 대하여)
324255,판례내용,10,검사
324255,판례내용,11,"김○, 강○, 손상희(기소), 허창환(공판)"
324255,판례내용,12,변호인
324255,판례내용,13,변호사 김○(국선)
324255,판례내용,14,원심판결
324255,판례내용,15,1.광주지방법원 2023.4.6.
324255,판례내용,16,"선고 2022고단4987, 2023고단334(병합)판결 및 2023초기288, 299, 337, 373 배상명령신청"
324255,판례내용,17,2.서울남부지방법원 2022.9.8.
324255,판례내용,18,"선고 2022고단1390, 1803(병합), 2055(병합), 2340(병합)판결 및 2022초기1251, 1628, 1671, 1766, 1818, 1984, 1985 배상명령신청"
324255,판례내용,19,판결선고
324255,판례내용,20,2023.8.24.
324255,판례내용,21,주문
324255,판례내용,22,제1원심판결 중 피고사건 부분 및 제2원심판결 중 피고인에 대한 피고사건 부분을 각 파기한다.
324255,판례내용,23,피고인을 징역 4년 6월에 처한다.
324255,판례내용,24,제1원심 사건에 관하여 압수된 증 제1 내지 4호를 몰수한다.
324255,판례내용,25,이유
324255,판례내용,26,1.이 법원의 심판범위
324255,판례내용,27,"제1, 2원심은 원심 배상신청인들의 피고인을 상대로 한 배상신청을 모두 각하하였는데, 배상신청인은 소송촉진 등에 관한 특례법 제32조 제4항에 따라 배상신청을 각하한 재판에 대하여 불복을 신청할 수 없으므로, 위 배상신청 사건들은 그 즉시 확정되었다.따라서 제1, 2원심판결 중 배상신청인들의 피고인에 대한 배상신청을 각하한 부분은 이 법원의 심판범위에서 제외된다.한편 제2원심판결 중 피고인에 대한 부분만 분리되어 이 법원으로 이송되었으므로 제2원심 공동피고인 A 부분도 이 법원의 심판대상이 아니다."
324255,판례내용,28,2.항소이유의 요지
324255,판례내용,29,가.피고인
324255,판례내용,30,"제1, 2원심이 선고한 각 형(제1원심: 징역 4년, 몰수, 제2원심: 징역 1년, 집행유예 2년, 보호관찰, 40시간의 사회봉사)은 너무 무거워서 부당하다."
324255,판례내용,31,나.검사
324255,판례내용,32,제1원심이 선고한 형은 너무 가벼워서 부당하다.
324255,판례내용,33,3.직권판단
