판례일련번호,구분,문장번호,내용
327053,판례내용,1,대전지방법원 천안지원제
327053,판례내용,2,1형사부
327053,판례내용,3,판결
327053,판례내용,4,"사 건 2023고합186 스토킹범죄의 처벌 등에 관한 법률 위반, 성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영·반포 등), 성폭력범죄의 처벌 등에 관한 특례법 위반(촬영물 등 이용 협박)"
327053,판례내용,5,피고인 A
327053,판례내용,6,"검사 사○(기소), 송○(공판)"
327053,판례내용,7,변호인 법무법인 정○ 담당변호사 송○
327053,판례내용,8,판결선고 2023.10.30.
327053,판례내용,9,주문
327053,판례내용,10,피고인을 징역 2년에 처한다.
327053,판례내용,11,"다만, 이 판결 확정일부터 3년간 위 형의 집행을 유예한다."
327053,판례내용,12,피고인에게 보호관찰을 받을 것을 명한다.
327053,판례내용,13,피고인에 대하여 40시간의 성폭력 치료강의 수강 및 40시간의 스토킹범죄 재범 예방 강의 수강을 각 명한다.
327053,판례내용,14,"압수된 증 제1호를 몰수하고, 증 제3호를 폐기한다."
327053,판례내용,15,이유
327053,판례내용,16,범죄사실
327053,판례내용,17,"1)피고인은 2022년 여름 무렵 인터넷 게임을 통해 알게 된 피해자 B(여, 26세)와 연락을 주고받다가 그로부터 약 한 달 후 천안시에서 피해자와 만남까지 가지게 되자 피해자에게 호감을 느껴 같은 해 가을 무렵 사귀자는 고백까지 하게 되었으나 피해자로부터 거절당하였다."
327053,판례내용,18,"피고인은 그 이후에도 피해자와의 만남을 이어가게 되면서 2023.1.중순 일자 불상경 피해자와 더 가까워지기 위해 거주지를 서울에서 천안시로 옮기게 되었으나, 같은 해 3월경 피해자가 피고인에게 별다른 말없이 이사를 하는 것을 목격하게 되자, 이사하는 피해자를 몰래 뒤쫓아 가 피해자의 새로운 주소지를 확인하는 등 피해자에게 집착하기 시작하였다."
327053,판례내용,19,1.스토킹범죄의 처벌 등에 관한 법률 위반
327053,판례내용,20,피고인은 2023.3.26.
327053,판례내용,21,"20:24경 천안시 동남구에 있는 피해자가 거주하는 아파트 건물 맞은편에 있는 아파트 건물로 올라가 피해자 주거지 내부를 지켜보며 사진 촬영한 것을 비롯하여 그때부터 2023.5.17.경까지 별지 범죄일람표1 기재와 같이 11회에 걸쳐 같은 방법으로 피해자의 주거지 내부를 지켜보고, 피해자에게 전화를 16회에 걸쳐 발신하고, 문자메시지를 1회 전송하고, 피해자를 1회 따라 다녀 스토킹행위를 총 29회에 걸쳐 하였다."
327053,판례내용,22,이로써 피고인은 피해자의 의사에 반하여 정당한 이유 없이 불안감 또는 공포심을 일으키는 스토킹행위를 지속적 또는 반복적으로 하였다.
327053,판례내용,23,2.성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영·반포 등)
327053,판례내용,24,가.피고인은 2023.4.1.
327053,판례내용,25,22:16경부터 같은 날 23:13경까지 천안시 동남구에 있는 아파트 건물에서 맞은 편 아파트 건물에 있는 피해자 B의 거주지 내부를 지켜보면서 스마트폰 카메라로 피해자 B의 가슴 부위 및 피해자 B의 남자친구인 피해자 성명불상자의 팬티만 입고 있는 신체가 담긴 사진을 별지 범죄일람표2 순번 1부터 163까지와 같이 163회에 걸쳐 촬영하였다.
327053,판례내용,26,나.피고인은 2023.5.14.
327053,판례내용,27,20:08경부터 같은 날 23:33경까지 위와 같은 장소에서 위와 같은 방법으로 피해자 B의 엉덩이 부위가 담긴 사진을 별지 범죄일람표2 순번 164부터 173까지와 같이 10회에 걸쳐 촬영하였다.
327053,판례내용,28,이로써 피고인은 성적 욕망 또는 수치심을 유발할 수 있는 피해자들의 신체를 총 173회에 걸쳐 촬영하였다.
327053,판례내용,29,3.성폭력범죄의 처벌 등에 관한 특례법 위반(촬영물 등 이용 협박)
327053,판례내용,30,피고인은 2023.5.16.
327053,판례내용,31,"17:10경부터 20:00경까지 사이에 천안시 이하 불상지에서 피해자 B에게 ‘알몸으로 남동생이랑 침대 위에서 다리 벌리고 보여주고’, ‘배 위에 올라타고’, ‘시치미 떼지 마 증거 있으니까’, ‘만나서 보여줄게’, ‘도망가면 나는 내일 뭔가 할 거야’, ‘너가 싫어하는 무언가를 하게 되겠지 그전에 말려 방법은 그거뿐이야’, ‘전단지를 만들어서 배포할 거야 불특정 다수에게’, ‘사진 하나 보여줄까?’, ‘남동생을 왜 깔고 있는 거냐, 팬티도 안 입고’, ‘봐’, ‘더한 것도 있어, C, 동생회사, 포항, 아파트, 그 다음 인터넷, 한 장뿐일까?’, ‘오늘 안에 나 말려 C, 아파트, 동생회사 포항(공항)정문에 내일 전단지 같은 거 붙어있을 거야, 회사 복사기 써도 된다고 허락 받았어’, ‘너 안 나오면 내일 C 철창 곳곳에 뭐가 붙어 있을지는 모르겠다’라는 등의 메시지와 함께 위 제2항과 같이 촬영한 사진 중 일부를 카카오톡 메시지를 통해 보냈다."
327053,판례내용,32,이로써 피고인은 성적 욕망 또는 수치심을 유발할 수 있는 촬영물을 이용하여 피해자를 협박하였다.
327053,판례내용,33,증거의 요지
327053,판례내용,34,1.제1회 공판조서 중 피고인의 진술 기재
327053,판례내용,35,2.B에 대한 경찰 진술 조서
327053,판례내용,36,3.각 압수조서 및 압수목록
327053,판례내용,37,4.카카오톡 대화 내용
327053,판례내용,38,5.사진
327053,판례내용,39,법령의 적용
327053,판례내용,40,1.범죄사실에 대한 해당 법조
327053,판례내용,41,"스토킹범죄의 처벌 등에 관한 법률 제18조 제1항(스토킹범죄의 점, 포괄하여), 각 성폭력범죄의 처벌 등에 관한 특례법 제14조 제1항(카메라 이용 촬영의 점, 피해자별로 각 포괄하여), 성폭력범죄의 처벌 등에 관한 특례법 제14조의3 제1항(촬영물 이용 협박의 점, 포괄하여)"
327053,판례내용,42,1.상상적 경합
327053,판례내용,43,"형법 제40조, 제50조"
327053,판례내용,44,"[별지 범죄일람표1 순번 2, 9 기재 스토킹범죄의 처벌 등에 관한 법률 위반죄와 성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영·반포 등)죄 상호간, 형이 더 무거운 성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영·반포 등)죄에 정한 형으로 처벌, 피해자들의 신체 부위 동시 촬영에 따른 각 성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영·반포 등)죄 상호간,"
327053,판례내용,45,2)범정이 더 무거운 피해자 B에 대한 성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영·반포 등)죄에 정한 형으로 처벌
327053,판례내용,46,1.형의 선택
