판례일련번호,구분,문장번호,내용
332229,판례내용,1,서 울 남 부 지 방 법 원
332229,판례내용,2,판 결
332229,판례내용,3,사 건
332229,판례내용,4,"2023고단2210 사기, 여신전문금융업법위반, 절도"
332229,판례내용,5,피 고 인
332229,판례내용,6,A
332229,판례내용,7,검 사
332229,판례내용,8,"송○(기소), 김○(공판)"
332229,판례내용,9,판 결 선 고
332229,판례내용,10,2023.7.19.
332229,판례내용,11,주 문
332229,판례내용,12,피고인을 징역 8월에 처한다.
332229,판례내용,13,이 유
332229,판례내용,14,범 죄 사 실
332229,판례내용,15,[범죄전력]
332229,판례내용,16,피고인은 2019.11.29.
332229,판례내용,17,서울동부지방법원에서 사기죄 등으로 징역 1년을 선고받고 2020.7.6.
332229,판례내용,18,서울동부구치소에서 그 형의 집행을 종료하였다.
332229,판례내용,19,[구체적인 범죄사실]
332229,판례내용,20,1.절도
332229,판례내용,21,가.피해자 X에 대한 범행
332229,판례내용,22,피고인은 2022.11.11.
332229,판례내용,23,"21:00경 서울 강서구 Y에 있는 피해자 X가 거주하는 방에서 피해자가 잠이 든 틈을 타 피해자의 바지 주머니 안에 있던 지갑에서 피해자 소유인 현금 100,000원, 새마을금고 체크카드 1장을 꺼내 몰래 가지고 가 절취하였다."
332229,판례내용,24,나.피해자 Z 주식회사에 대한 범행
332229,판례내용,25,"피고인은 같은 날 22:54경 같은 구 AA에 있는 ‘AB’ 편의점에서 피해자 Z 주식회사가 관리하는 현금자동지급기에 제1의 가항 기재와 같이 절취한 X 명의의 새마을금고 체크카드를 집어넣고 이미 알고 있던 비밀번호를 입력하는 방법으로 총 2회에 걸쳐 합계 600,000원을 인출하여 피해자의 재물을 절취하였다."
332229,판례내용,26,"2.사기, 여신전문금융업법위반"
332229,판례내용,27,피고인은 2022.11.12.
332229,판례내용,28,"01:35경 서울 영등포구 AC에 있는 피해자 AD 운영의 ‘AE’ 유흥주점에서 제1의 가항 기재와 같이 절취한 X 명의의 새마을금고 체크카드를 마치 정당한 사용권한이 있는 것처럼 피해자에게 제시하여 이에 속은 피해자로부터 시가 230,000원 상당의 노래방 서비스 등을 제공받아 동액 상당의 재산상 이익을 취득하는 등 그때부터 같은 날 07:24경까지 별지 범죄일람표 기재와 같이 총 8회에 걸쳐 합계 1,600,000원 상당의 재산상 이익을 취득하였다."
332229,판례내용,29,"이로써 피고인은 피해자들을 기망하여 재산상 이익을 취득하고, 도난당한 체크카드를 부정하게 사용하였다."
332229,판례내용,30,증거의 요지
332229,판례내용,31,1.피고인의 법정진술
332229,판례내용,32,"2.AF, AD, AG, AH, X의 각 진술서"
332229,판례내용,33,"3.입건전조사보고서(카드사용내역서 첨부), 체크카드 국내외 승인조회 1부, 회원거래계좌별 내역 증명서 1부"
332229,판례내용,34,"4.각 입건전조사보고서(카드 사용처 사진 첨부, 피혐의자 인적사항 특정 경위)"
332229,판례내용,35,5.사업자등록증 4부
332229,판례내용,36,"6.현장 사진, 통장내역 및 결제내역 사진"
332229,판례내용,37,"7.판시 범죄전력: 범죄경력등조회결과서, 수사보고(피의자 A 누범기간 및 동종 범죄전력 확인)및 첨부 판결문, 개인별수용현황"
332229,판례내용,38,법령의 적용
332229,판례내용,39,1.범죄사실에 대한 해당법조 및 형의 선택
332229,판례내용,40,"각 형법 제329조(절도의 점), 각 형법 제347조 제1항(사기의 점), 각 여신전문금융업법 제70조 제1항 제3호(도난 직불카드 사용의 점), 각 징역형 선택"
332229,판례내용,41,2.누범가중
332229,판례내용,42,형법 제35조
332229,판례내용,43,3.경합범가중
332229,판례내용,44,"형법 제37조 전단, 제38조 제1항 제2호, 제50조"
332229,판례내용,45,양형의 이유
332229,판례내용,46,"이 사건 범행은 피고인이 돌봐주기로 한 시각장애인인 피해자 X의 체크카드 및 현금을 절취하여 유흥비로 소비한 것으로 죄질이 좋지 않고, 피고인이 피해자들로부터 용서받지도 못하였으며, 피해를 회복하기 위해 노력하였다고 볼만한 자료도 없다."
332229,판례내용,47,"피고인이 이미 수십 차례 처벌을 받은 전력이 있고, 동종범죄로 인한 누범기간 중에 이 사건 범행을 저질렀다."
332229,판례내용,48,"다만 피고인이 범행을 인정하고 있고, 피고인이 별건 사기죄 등으로 징역 10월의 형을 선고받아 항소심 재판을 받고 있는 사정과 그 밖에 피고인의 연령, 성행, 환경, 범행의 동기, 수단과 결과, 범행 후의 정황 등 모든 양형조건을 종합적으로 고려하여 주"
332229,판례내용,49,문과 같이 형을 정한다.
332229,판례내용,50,판사 전○ _________________________
