판례일련번호,구분,문장번호,내용
314115,판례내용,1,수원지방법원 안양지원
314115,판례내용,2,판 결
314115,판례내용,3,사 건
314115,판례내용,4,2023고단2392 도로교통법위반(음주운전)
314115,판례내용,5,피 고 인
314115,판례내용,6,A
314115,판례내용,7,검 사
314115,판례내용,8,"오○(기소), 백○(공판)"
314115,판례내용,9,판 결 선 고
314115,판례내용,10,2024.6.4.
314115,판례내용,11,주 문
314115,판례내용,12,"피고인을 벌금 1,200만 원에 처한다."
314115,판례내용,13,피고인이 위 벌금을 납입하지 아니하는 경우 10만 원을 1일로 환산한 기간 피고인을 노역장에 유치한다.
314115,판례내용,14,위 벌금에 상당한 금액의 가납을 명한다.
314115,판례내용,15,이 유
314115,판례내용,16,범 죄 사 실
314115,판례내용,17,피고인은 2023.11.29.
314115,판례내용,18,01:00경 혈중알코올농도 0.210%의 술에 취한 상태로 안양시 동안구 B 앞 도로에서부터 안양시 만안구 C 앞 도로에 이르기까지 약 7km의 구간에서 (차량번호 1 생략)쏘렌토 승용차를 운행하였다.
314115,판례내용,19,증거의 요지
314115,판례내용,20,1.피고인의 법정진술
314115,판례내용,21,"2.주취운전자 정황진술보고서, 음주운전단속사실 결과조회"
314115,판례내용,22,"3.교통사고 실황조사서(1),(2)"
314115,판례내용,23,법령의 적용
314115,판례내용,24,1.범죄사실에 대한 해당법조 및 형의 선택
314115,판례내용,25,"도로교통법 제148조의2 제3항 제1호, 제44조 제1항, 벌금형 선택(음주 수치가 매우 높고 대물사고 발생시킨 점 등 고려하면 죄질이 가볍지 않으나, 피고인이 자백하면서 스스로 교통안전 교육을 이수하는 등 반성하는 태도를 보인 점, 위 대물사고에 관하여 종합보험 가입되어 있었고 합의가 완료되어 입건되지 않은 점, 아무런 범죄 전력 없는 초범인 점 및 피고인의 나이․직업․경력․가족관계 등 고려)"
314115,판례내용,26,2.노역장유치
314115,판례내용,27,"형법 제70조, 제69조 제2항"
314115,판례내용,28,3.가납명령
314115,판례내용,29,형사소송법 제334조 제1항
314115,판례내용,30,판사 정○ _________________________
