판례일련번호,구분,문장번호,내용
303686,판례내용,1,대전고등법원 제1형사부 판결
303686,판례내용,2,사건 2014노108 강간상해
303686,판례내용,3,피고인 김○AA
303686,판례내용,4,항소인 검사
303686,판례내용,5,"검사 국○(기소), 이○(공판)"
303686,판례내용,6,변호인 법무법인 저스티스 담당변호사 황윤상
303686,판례내용,7,원심판결 대전지방법원 2014.2.7.
303686,판례내용,8,선고 2013고합331 판결
303686,판례내용,9,판결선고 2014.6.20.
303686,판례내용,10,주문 검사의 항소를 기각한다.
303686,판례내용,11,이유
303686,판례내용,12,1.항소이유의 요지(사실오인)
303686,판례내용,13,"피고인의 주장은 신빙성을 인정하기 어려운 반면, 모텔방의 상황, 사건 직후 피해자가 경찰에 신고한 점, 피해자의 신고 직후 상해가 발견된 점 등에 비추어 보면 피고인이 피해자의 반항을 억압하여 간음하고 상해를 입게 하였다는 피해자의 진술은 충분히 신빙성을 인정할 수 있음에도, 피해자 진술의 신빙성을 배척하여 이 사건 공소사실에 대하여 무죄를 선고한 원심판결에는 사실오인의 위법이 있다."
303686,판례내용,14,2.항소이유에 대한 판단
303686,판례내용,15,가.원심판단
303686,판례내용,16,"원심은 다음과 같은 사정에 비추어 이 사건의 유일한 직접증거인 피해자의 진술은 그 신빙성이 낮아 유죄의 증거로 삼기 어렵고, 그 밖에 검사가 제출한 증거들만으로는 이 사건 공소사실이 합리적인 의심의 여지가 없이 증명되었다고 보기 어려우며, 달리 이를 인정할 증거가 없다는 이유로 이 사건 공소사실을 무죄로 판단하였다."
303686,판례내용,17,1)피해자 진술의 일관성 결여
303686,판례내용,18,"피해자는 이 사건에 관하여 경찰에서 2회, 검찰에서 2회, 원심법정에서의 증언에 이르기까지 여러 차례 진술하면서, 피고인과 만나게 된 경위, 모텔로 이동하게 된 경위, 모텔방 안에서의 상황, 사건 발생 이후의 정황에 대하여 다음과 같이 수시로 그 진술을 변경하였다."
303686,판례내용,19,가)피고인을 만나게 된 경위
303686,판례내용,20,"피해자는 사건 직후 경찰에서 진술할 때에는 “한국관나이트클럽에서 부킹으로 피고인을 처음 만났다.나이트클럽에서 놀 때 저는 여자 일행 1명과 있었고, 피고인은 남자 일행 2명과 함께 있었으며, 이렇게 5명이서 놀았다.”고 진술하였으나, 제1회 검찰 조사에서는 “나이트클럽에서 저는 아는 언니인 김○B의 여자 일행들과 함께 있었고, 김○B의 일행은 저까지 총 4명이었다."
303686,판례내용,21,"김○○BB의 일행과 피고인의 일행이 룸에 함께 있었고, 저는 룸에 들어가지 않아 피고인의 일행은 보지 못하였는데, 피고인이 김○○BB을 따라 나와 저와 룸 밖에서 만났다.”고 진술을 변경하였다."
303686,판례내용,22,"그리고 원심법정에서는 다시 “나이트클럽에서는 아는 언니인 김○○BB하고만 함께 있었고, 부킹을 한 적이 없다.김○○BB과 홀 밖 테이블에 앉아 있다가 화장실에 다녀왔더니 피고인이 앉아 있었다.”고 다시 진술을 변경하여 사건 전날 나이트클럽에서 누구와 함께 놀았고, 어떻게 피고인을 만나게 되었는지에 관하여 계속 진술을 번복하였다."
303686,판례내용,23,나)모텔로 이동하게 된 경위
303686,판례내용,24,"피해자는 경찰에 신고하면서 “막 때려서 모텔에 끌려왔다.”는 취지로 진술하였으나, 경찰에서 조사받으면서는 “저의 일행 및 피고인 일행과 놀다가 화장실에 갔다 왔더니 일행이 모두 없어지고 저와 피고인 둘만 있었다.그런데 피고인이 저에게 다른 사람들과 모텔에서 모이기로 했다고 하여 그 말을 믿고 택시를 타고 모텔에 갔다.모텔비는 피고인이 계산하였다.”고 진술하고, 제1회 검찰 조사에서도 “나이트클럽에서 모텔로 택시를 타고 바로 갔다.그 사이 다른 곳에 들러 술을 한 잔 더 하거나 한 적은 없다.”고 명확히 진술하였다."
303686,판례내용,25,"그러나 피해자는 제2회 검찰 조사를 받으면서 검사가 피고인의 카드 결제내역을 설명하면서 나이트클럽에서 모텔로 가기 전 피고인과 함께 호프집에 가지 않았느냐고 물으니 그 후부터는 “그날 술을 많이 마셔서 기억이 잘 안 난다.택시를 몇 번 탔는지도 기억이 안 나고, 나이트클럽에서 일행들과 놀다가 없어졌길래 어디 갔느냐고 물으니 피고인이 어디 가면 된다고 한 부분과 피고인과 엘리베이터를 타고 모텔방에 들어간 부분, 모텔방 안에서의 일들만 기억이 난다.나이트클럽에서 모텔까지 어떻게 갔었는지는 기억이 잘 안난다.”고 진술하고, 원심법정에서도 같은 취지로 진술하면서 “당시 모텔비를 누가 계산하였는지도 기억이 잘 안난다.”고 진술하여 나이트클럽에서 모텔로 이동할 당시의 경위에 관하여 수차례 진술을 번복하였다."
303686,판례내용,26,"피해자는 위와 같이 진술을 번복하게 된 경위에 관하여 사건 직후 경찰에서 조사받을 때 술에 취해서 잘못 진술한 것이라고 하나, 피해자가 경찰에서 “사건 발생 전 술을 마시기는 했지만, 정신도 있고 상태가 괜찮았다.”고 진술한 점에 비추어 경찰에 신고하고 조사를 받을 때에 술에 많이 취해 있었는지 의문이 들고, 피해자가 제1회 검찰 조사에서도 나이트클럽에서 모텔까지 택시로 이동하였고, 호프집에는 가지 않았다고 명확하게 진술하였던 점에 비추어 피해자가 모텔로 이동하게 된 경위에 관하여 진실을 숨기려고 사실과 달리 진술하려 했다가 그 이동경로가 피해자의 진술과 다른 것으로 나타나자 제2회 검찰 조사 이후부터는 술에 취해 기억이 나지 않는다고 진술하고 있는 것이 아닌가 의심이 든다."
303686,판례내용,27,다)모텔방 안에서의 상황
303686,판례내용,28,피해자는 사건 직후 경찰에서 조사를 받으면서 모텔방 안에서 술을 마셨는지 여부에 관하여 피해자만 술을 마셨다고 하다가 경찰이 이를 이상하게 생각하며 추궁하자 안 마셨다고 그 진술을 변경하였다.
303686,판례내용,29,"또한, 피해자는 경찰에서는 “모텔에 갔더니 피고인 말과 달리 일행이 없기에 집에 간다고 했더니 피고인이 머리를 잡아 당기면서 술을 마시자고 하였고 제가 알았다고 하고 앉았다.”고 진술하여 피고인이 가지 못하게 해 모텔방에서 나오지 못한 것처럼 진술하였으나, 검찰 및 원심법정에서는 “잘 기억이 나지 않는데, 피고인이 김○BB에게 전화를 못하게 해 그냥 모텔방 안에 앉아 있었다.”는 취지로만 진술하여 모텔방 안에서의 상황에 관하여 뚜렷한 이유 없이 일관성이 없는 진술을 하였다."
303686,판례내용,30,"그리고 피해자는 경찰에서 처음 피해내용을 진술할 때에는 “방안에서 피고인이 방바닥에서 이불 씌워놓고 때렸다.발로 막 차고, 머리를 밟았으며, 소리를 지를까 봐 입에 갖다 물리고 때렸다.”고 진술하였는데 반해, 검찰 및 원심법정에서는 피고인이 주먹으로 때리고 발로 찼다는 진술만 하면서 피고인이 이불을 씌워놓고 때렸다거나 소리를 지를까 봐 입에 무언가를 갖다 물렸다는 취지의 진술은 하지 않고 있는바, 처음 경찰에서 진술할 때에 피고인을 엄하게 처벌받게 하기 위하여 피해내용을 상당히 과장하여 진술한 것이 아닌가 하는 의심이 들고, 이러한 피해자의 경찰 조사 당시 진술태도에 비추어 피해자의 검찰 및 법정 진술도 사실과 달리 과장되었을 가능성을 배제하기 어렵다."
303686,판례내용,31,라)사건 발생 이후의 정황
303686,판례내용,32,"피해자는 경찰에서는 “사건 당시 머리를 맞아 정신을 잃은 사이 피고인이 도망하였다.”고 진술하였으나, 검찰 및 원심법정에서는 “간음 이후 피고인이 ‘밖에 나오면 죽인다.’고 하면서 나가 바로 문을 잠궜다.”고 진술하여 사건 발생 이후의 정황에 대하여도 그 진술을 변경하였다."
303686,판례내용,33,2)피해자 진술의 구체성 결여
303686,판례내용,34,"피해자는 나이트클럽에서 피고인과 함께 있으면서 어떠한 말을 하면서 무엇을 하고 놀았는지 전혀 진술하지 못하고 있고, 모텔방 안에서의 행동도 피고인이 피해자를 어떻게 폭행하였는지에 관하여만 “주먹으로 머리, 얼굴, 팔을 때리고 발로도 찼다.”고 단순하게 진술하고 있을 뿐 피고인과 함께 1시간 가량을 모텔방 안에서 있었음에도 당시 피고인이 했던 말이나 행동에 관하여 상세하고 구체적인 진술을 하지 못하고 있다."
303686,판례내용,35,3)기타 피해자 진술에 부합하지 않는 사정들
303686,판례내용,36,가)피고인을 만나게 된 경위
303686,판례내용,37,⑴ 김○의 진술
