판례일련번호,구분,문장번호,내용
328050,판례내용,1,부산지방법원
328050,판례내용,2,판결
328050,판례내용,3,"사건 2023고정1036 업무방해, 모욕"
328050,판례내용,4,피고인 A
328050,판례내용,5,"검사 이○(기소), 황○(공판)"
328050,판례내용,6,변호인 변호사 김○(국선)
328050,판례내용,7,판결선고 2024.1.24.
328050,판례내용,8,주문
328050,판례내용,9,피고인을 벌금 150만 원에 처한다.
328050,판례내용,10,피고인이 위 벌금을 납입하지 아니하는 경우 10만 원을 1일로 환산한 기간 피고인을 노역장에 유치한다.
328050,판례내용,11,위 벌금에 상당한 금액의 가납을 명한다.
328050,판례내용,12,이유
328050,판례내용,13,범죄사실
328050,판례내용,14,1.업무방해
328050,판례내용,15,피고인은 2023.5.8.
328050,판례내용,16,"15:30경 부산 금정구 B에 있는 피고인 운영의 ‘C’ 앞길에서, 금정구청 교통행정과의 견인관련 업무를 대행 중이던 견인기사인 피해자 D로부터 ‘(차량 번호 1 생략)차량이 주정차 위반으로 단속되었으니 차량을 이동하여 주차해 달라’는 요구를 받자, 이에 화가 나 피해자에게 “문디새끼, 당장 단속된 것 취소해, 씨발 또 지랄하네 영업방해 아니가” 라고 욕설을 하며 피해자의 가슴을 1회 밀치는 등 소란을 피워 위력으로 피해자의 주정차 단속 및 견인 업무를 방해하였다."
328050,판례내용,17,2.모욕
328050,판례내용,18,"피고인은 전항 기재 일시, 장소에서 다른 행인들이 지켜보는 가운데 위 피해자 D에게 전항 기재와 같이 욕설하여 공연히 피해자를 모욕하였다."
328050,판례내용,19,증거의 요지
328050,판례내용,20,1.피고인의 법정진술
328050,판례내용,21,2.D 작성의 진술서
328050,판례내용,22,법령의 적용
328050,판례내용,23,1.범죄사실에 대한 해당법조 및 형의 선택
328050,판례내용,24,"형법 제314조 제1항, 제311조, 각 벌금형 선택"
328050,판례내용,25,2.경합범가중
328050,판례내용,26,"형법 제37조 전단, 제38조 제1항 제2호, 제50조"
328050,판례내용,27,3.노역장유치
328050,판례내용,28,"형법 제70조 제1항, 제69조 제2항"
328050,판례내용,29,4.가납명령
328050,판례내용,30,형사소송법 제334조 제1항
328050,판례내용,31,판사 김○ _________________________
