판례일련번호,구분,문장번호,내용
332964,판례내용,1,부산지방법원
332964,판례내용,2,제 1 형사부
332964,판례내용,3,판결
332964,판례내용,4,사건
332964,판례내용,5,2023노307 게임산업진흥에관한법률위반
332964,판례내용,6,피고인
332964,판례내용,7,A
332964,판례내용,8,항소인
332964,판례내용,9,피고인
332964,판례내용,10,검사
332964,판례내용,11,"정○(기소), 정○(공판)"
332964,판례내용,12,변호인
332964,판례내용,13,변호사 최○
332964,판례내용,14,원심판결
332964,판례내용,15,부산지방법원 동부지원 2023.1.12.
332964,판례내용,16,선고 2022고단1221 판결
332964,판례내용,17,판결선고
332964,판례내용,18,2023.8.18.
332964,판례내용,19,주문
332964,판례내용,20,피고인의 항소를 기각한다.
332964,판례내용,21,이유
332964,판례내용,22,1.이 법원의 심판범위
332964,판례내용,23,"원심 공동피고인 B은 항소하지 않았고, 검사도 위 공동피고인에 대하여는 항소하지 않아 그에 대한 판결이 확정되었으므로, 원심판결 중 위 공동피고인에 대한 부분은 이 법원의 심판범위에서 제외된다."
332964,판례내용,24,2.항소이유의 요지(사실오인 및 법리오해)
332964,판례내용,25,"가.이 사건 게임장을 촬영한 CD 영상(순번 14번)은 그 실질이 수사기관에 의한 강제수사에 따른 증거물로서 영장을 발부받지 않았고, 피고인의 범의를 유발하는 위법한 함정수사에 기인한 것으로서 위법수집증거에 해당하며, 피고인의 휴대전화 등에서 발견된 자료, 영업장부 사진, 업무용 휴대전화에서 발견된 문자메시지(순번 24, 25, 30, 37, 41번) 등도 영장주의 원칙과 적법절차에 위반하여 위법하게 수집된 증거에 기초한 2차 증거로서 그 증거능력이 부정되어야 한다."
332964,판례내용,26,따라서 공소사실을 뒷받침할만한 증거는 증인 E의 진술밖에 없으나 이는 신빙성이 없다.
332964,판례내용,27,나.결국 이 사건 공소는 위법한 함정수사에 기초한 공소제기로서 적법한 소추권의 행사로 볼 수 없다.
332964,판례내용,28,이는 공소제기의 절차가 법률의 규정에 위반하여 무효인 때에 해당하므로 이 사건 공소는 기각되어야 한다.
332964,판례내용,29,"다.피고인은 계속적, 반복적으로 환전 알선행위를 한 사실이 없다."
332964,판례내용,30,라.그럼에도 원심은 피고인에 대한 이 사건 공소사실을 유죄로 인정하였는바 이러한 원심판결에는 사실오인 및 법리오해로 인하여 판결에 영향을 미친 위법이 있다.
332964,판례내용,31,3.위법수집증거 주장에 대한 판단
332964,판례내용,32,"피고인은 원심에서도 항소이유와 같은 취지로 주장하였고, 원심은 그 판시와 같은 이 사건 영상 촬영의 경위, 포인트 이전 및 환전 알선 경위, E은 원심 공동피고인 B에게 포인트의 환전 알선을 요구하였을 뿐이고 B이 자발적으로 E에게 포인트 환전을 알선해 준 점 등의 사정을 들어 위 주장을 배척하였다."
332964,판례내용,33,원심이 적법하게 채택하여 조사한 증거들 및 당심 증인 M의 법정진술에 비추어 보면 원심의 위와 같은 판단은 정당하다.
332964,판례내용,34,피고인의 주장은 이유 없다.
332964,판례내용,35,4.공소제기가 무효라는 주장에 대한 판단
332964,판례내용,36,"위에서 인정한 바와 같이 B이 이 사건 게임장에서 E의 환전을 알선하는 행위를 촬영한 영상은 위법한 함정수사에 의한 것이 아니므로, 이 사건 공소제기 절차가 법률의 규정에 위반하여 무효인 때에 해당한다고 볼 수 없다."
332964,판례내용,37,피고인의 이 부분 주장도 이유 없다.
332964,판례내용,38,5.환전알선행위를 ‘업으로’ 하지 않았다는 주장에 대한 판단
332964,판례내용,39,"원심은, ① E의 수사기관 및 원심 법정에서의 각 진술은 그 신빙성이 충분히 인정되는 점, ② 이 사건 영상에는 E이 설명한 환전 알선 장면이 나타나 있고, 위법수집증거라 보기 어려운 점, ③ 피고인과 B의 각 진술에 의하면 일회성으로 게임포인트 거래를 도운 것으로 보기 어려운 점, ④ B이 작성한 영업장부, 문자메시지 내용 등에 비추어 피고인과 B이 원심 판시 범죄사실 기재와 같이 이 사건 게임장에서 게임물의 이용을 통하여 획득한 게임포인트를 환전 알선하는 것을 업으로 한 사실이 충분히 인정된다는 등의 이유로 피고인의 주장을 배척하였다."
332964,판례내용,40,"위와 같은 원심의 판단을 원심이 적법하게 채택하여 조사한 증거들 및 당심 증인 M의 법정진술과 대조하여 면밀하게 살펴보면, 원심의 판단은 정당한 것으로 수긍이 가고, 거기에 피고인이 주장하는 바와 같은 사실오인 및 법리오해의 잘못이 있다고 할 수 없다."
332964,판례내용,41,따라서 피고인의 이 부분 주장도 이유 없다.
332964,판례내용,42,6.결론
332964,판례내용,43,"그렇다면 피고인의 항소는 이유 없으므로, 형사소송법 제364조 제4항에 따라 이를 기각하기로 하여 주문과 같이 판결한다."
332964,판례내용,44,재판장 판사 성○ _________________________
332964,판례내용,45,판사 우○아 _________________________
332964,판례내용,46,판사 박○ _________________________
