판례일련번호,구분,문장번호,내용
307150,판례내용,1,울 산 지 방 법 원
307150,판례내용,2,판 결
307150,판례내용,3,사 건 2016고단3796 상해
307150,판례내용,4,피 고 인 A
307150,판례내용,5,"검 사 황○(기소), 문○(공판)변 호 인 공익법무관 B"
307150,판례내용,6,판 결 선 고 2017.2.16.
307150,판례내용,7,주 문
307150,판례내용,8,피고인을 징역 6월에 처한다.
307150,판례내용,9,"다만, 이 판결 확정일로부터 2년간 위 형의 집행을 유예한다."
307150,판례내용,10,이 유
307150,판례내용,11,범 죄 사 실
307150,판례내용,12,피고인은 2016.10.28.
307150,판례내용,13,"22:50경 울산 남구 C에 있는 '00천탕 사우나' 앞 골목길에 서, 피고인의 여자친구가 운전하던 승용차를 포함하여 위 골몰길을 교행하던 차들이 엉켜 진행하지 못하게 되자 위 승용차에서 내려 차량의 교행을 위해 수신호를 하고 있 던 중, 위 승용차로 인하여 차를 뺄 수 없게 된 피해자 김○OO(38세)으로부터 이동 주차 를 요구받고 피해자에게 반말로 대답한 일로 시비가 되었고, 주차 위반 사실을 촬영하 여 남구청 사이트에 올리겠다는 말과 함께 휴대폰을 꺼내어 사진 촬영을 하려는 피해 2"
307150,판례내용,14,"자를 보자 격분하여 피해자에게 욕설을 하고 양손으로 피해자의 멱살을 잡아 흔들며, 손으로 피해자의 뺨을 회 때려 피해자에게 4 약 2주간의 치료가 필요한 목의 인대의 염 좌 및 긴장상 등을 가하였다."
307150,판례내용,15,이로써 피고인은 피해자에게 상해를 가하였다.
307150,판례내용,16,증거의 요지
307150,판례내용,17,1.피고인의 법정진술
307150,판례내용,18,1.D에 대한 경찰 진술조서
307150,판례내용,19,1.상해진단서
307150,판례내용,20,법령의 적용
307150,판례내용,21,1.범죄사실에 대한 해당법조
307150,판례내용,22,"형법 제257조 제1항, 징역형 선택 1.집행유예"
307150,판례내용,23,형법 제62조 제1항
307150,판례내용,24,양형의 이유
307150,판례내용,25,"피고인이 비교적 사소한 동기로 피해자의 뺨을 때리는 모욕적인 방법으로 상해를 가하 였고, 범죄전력이 많고 유사한 폭력 전과가 여러 번 있는 점 등은 불리한 정상이나, 피 고인이 반성하고 있는 점, 피해자와 원만히 합의가 이루어진 점, 상해 정도가 크게 중 하지 않은 점 등을 참작하여 주문과 같이 형을 정함 판사 이○ _________________________"
