판례일련번호,구분,문장번호,내용
317538,판례내용,1,인천지방법원
317538,판례내용,2,판결
317538,판례내용,3,"사건 2023고단3046 자동차관리법위반, 도로교통법위반"
317538,판례내용,4,피고인 A
317538,판례내용,5,"검사 도○(기소), 박○(공판)"
317538,판례내용,6,변호인 변호사 이○(국선)
317538,판례내용,7,판결선고 2023.8.24.
317538,판례내용,8,주문
317538,판례내용,9,피고인을 징역 8월에 처한다.
317538,판례내용,10,"다만, 이 판결 확정일로부터 2년간 위 형의 집행을 유예한다."
317538,판례내용,11,이 사건 공소사실 중 자동차관리법위반의 점은 무죄.
317538,판례내용,12,이유
317538,판례내용,13,범죄사실
317538,판례내용,14,피고인은 2023.4.6.경 광주 광산구 B 앞 도로에서부터 인천 연수구 C 앞 도로에 이르기까지 약 312km 구간에서 자동차운전면허를 받지 아니하고 (차량번호 1 생략)BMW 승용차를 운전한 것을 비롯하여 그때부터 같은 달 10.경까지 별지 범죄일람표 기재와 같이 총 4회에 걸쳐 자동차운전면허를 받지 아니하고 위 승용차를 운전하였다.
317538,판례내용,15,증거의 요지
317538,판례내용,16,1.피고인의 법정진술
317538,판례내용,17,"2.(차량번호 1 생략), (차량번호 2 생략)차량 전면부위 및 차대번호 사진"
317538,판례내용,18,"3.수사보고서(피의자가 운행하는 것으로 확인되는 차량 2대 자동차등록원부 첨부), 수사보고서(피의자가 운행하는 것으로 확인되는 차량 2대 명의자 확인), 수사보고서(피의자 A운전면허조회 결과)"
317538,판례내용,19,법령의 적용
317538,판례내용,20,1.범죄사실에 대한 해당법조 및 형의 선택
317538,판례내용,21,"각 도로교통법 제152조, 제43조 제1항, 징역형 선택"
317538,판례내용,22,2.경합범가중
317538,판례내용,23,"형법 제37조 전단, 제38조 제1항 제2호, 제50조"
317538,판례내용,24,3.집행유예
317538,판례내용,25,형법 제62조 제1항
317538,판례내용,26,양형의 이유
317538,판례내용,27,"이 사건 범행은 불법체류 중이던 피고인이 여러 차례 걸쳐 무면허운전을 한 것으로 그 죄질이 가볍지 않으나, 피고인이 잘못을 인정하고 있고, 이 사건으로 일정 기간 구금되어 있으면서 반성의 기회를 가진 점, 피고인에게 국내에서 형사처벌을 받은 전력 이 확인되지 않는 점, 그 밖에 피고인의 나이, 성행, 환경, 이 사건 범행의 경위나 범행 후의 정황 등 이 사건 기록과 변론에 나타난 제반 양형조건들을 종합적으로 고려하여 주문과 같이 형을 정한다."
317538,판례내용,28,무죄 부분(자동차관리법위반의 점)
317538,판례내용,29,1.공소사실의 요지
317538,판례내용,30,"누구든지 자동차등록증 등을 위조·변조 또는 부정사용하거나 위조 또는 변조한 자동차등록증 등을 매매, 매매알선, 수수 또는 사용하여서는 아니 된다."
317538,판례내용,31,"그럼에도 피고인은 성명불상자(일명 ‘D’)와 함께 소지하고 있던 제네시스 승용차에 다른 차량의 번호판을 부착하여 이를 판매하기로 하고, 2023.2.14.경 불상의 장소에서, (차량번호 3 생략)번호판을 위 제네시스 승용차에 부착한 다음 인터넷 SNS에 위 제네시스 승용차를 판매한다는 내용의 글을 게시하고, 위 글을 보고 연락한 E에게 차량을 판매하기 위해 2023.2.18.경 인천 연수구 F에 있는 ‘G’ 앞 도로까지 위 제네시스 승용차를 운행하였다."
317538,판례내용,32,이로써 피고인은 성명불상자와 공모하여 자동차등록번호판을 부정하게 사용하였다.
317538,판례내용,33,2.판단
317538,판례내용,34,가.E에 대한 경찰 진술조서(증거목록 순번 2번)의 증거능력에 관한 판단
317538,판례내용,35,1)관련 법리
317538,판례내용,36,"참고인 진술서 등 피고인 아닌 자의 진술을 기재한 서류가 그 진술자가 공판정에서 한 진술에 의하여 진정성립이 증명되지 않았음에도 형사소송법 제314조에 의하여 증거능력이 인정되려면, 그 진술자가 사망·질병·외국거주·소재불명, 그 밖에 이에 준하는 사유로 인하여 공판정에 출석하여 진술할 수 없는 때에 해당하고, 또 그 서류의 작성이 특히 신빙할 수 있는 상태에서 행하여졌음이 증명되어야 한다."
317538,판례내용,37,"여기서 ‘외국거주’라고 함은 진술을 요하는 자가 외국에 있다는 것만으로는 부족하고, 수사 과정에서 수사기관이 그 진술을 청취하면서 그 진술자의 외국거주 여부와 장래 출국 가능성을 확인하고, 만일 그 진술자의 거주지가 외국이거나 그가 가까운 장래에 출국하여 장기간 외국에 체류하는 등의 사정으로 향후 공판정에 출석하여 진술을 할 수 없는 경우가 발생할 개연성이 있다면 그 진술자의 외국 연락처를, 일시 귀국할 예정이 있다면 그 귀국 시기와 귀국 시 체류 장소와 연락 방법 등을 사전에 미리 확인하고, 그 진술자에게 공판정 진술을 하기 전에는 출국을 미루거나, 출국한 후라도 공판 진행 상황에 따라 일시 귀국하여 공판정에 출석하여 진술하게끔 하는 방안을 확보하여 그 진술자로 하여금 공판정에 출석하여 진술할 기회를 충분히 제공하며, 그 밖에 그를 공판정에 출석시켜 진술하게 할 모든 수단을 강구하는 등 가능하고 상당한 수단을 다하더라도 그 진술을 요할 자를 법정에 출석하게 할 수 없는 사정이 있어야 예외적으로 그 적용이 있다(대법원 2016.2.18."
317538,판례내용,38,선고 2015도17115 판결).
317538,판례내용,39,2)구체적 판단
317538,판례내용,40,"살피건대, 기록에 의하여 인정되는 다음과 같은 사실 및 사정들 즉 ① E는 2023.2.21."
