판례일련번호,구분,문장번호,내용
331856,판례내용,1,수원지방법원 여주지원
331856,판례내용,2,판 결
331856,판례내용,3,사 건
331856,판례내용,4,2024고단277 가.게임산업진흥에관한법률위반
331856,판례내용,5,나.도박
331856,판례내용,6,피 고 인
331856,판례내용,7,1.가.A
331856,판례내용,8,2.나.B
331856,판례내용,9,검 사
331856,판례내용,10,"권○(기소), 김○(공판)"
331856,판례내용,11,판 결 선 고
331856,판례내용,12,2024.7.26.
331856,판례내용,13,주 문
331856,판례내용,14,[피고인 A]
331856,판례내용,15,피고인을 징역 6개월에 처한다.
331856,판례내용,16,"다만, 이 판결 확정일부터 2년간 위 형의 집행을 유예한다."
331856,판례내용,17,압수된 증 제1호증(USB)을 몰수한다.
331856,판례내용,18,"피고인으로부터 31,550,000원을 추징한다."
331856,판례내용,19,피고인에게 위 추징금 상당액의 가납을 명한다.
331856,판례내용,20,[피고인 B]
331856,판례내용,21,"피고인을 벌금 1,000,000원에 처한다."
331856,판례내용,22,"피고인이 위 벌금을 납입하지 아니하는 경우 100,000원을 1일로 환산한 기간 피고인을 노역장에 유치한다."
331856,판례내용,23,위 벌금에 상당한 금액의 가납을 명한다.
331856,판례내용,24,이 유
331856,판례내용,25,범 죄 사 실
331856,판례내용,26,1.피고인 A
331856,판례내용,27,"게임물 관련 사업자는 게임물을 이용하여 도박 그 밖의 사행행위를 하게 하거나 이를 하도록 내버려 두어서는 아니 되고, 또한 누구든지 게임물의 이용을 통하여 획득한 유·무형의 결과물을 환전 또는 환전 알선하거나 재매입을 업으로 하여서는 아니 된다."
331856,판례내용,28,"그럼에도 불구하고 피고인은 2023.10.초경부터 같은 해 2023.12.17.경까지 이천시 C에서 ‘D PC방’이라는 상호로 약 49.5㎡ 정도의 면적에 손님용 PC 6대, 관리자용 PC 1대, 책상, 의자 등의 시설을 갖추고 그곳을 찾은 불특정 다수의 손님들에게 ‘포커’, ‘바둑이’, ‘맞고’, ‘슬롯’ 등 약 50개의 게임물을 이용하도록 제공하고, 손님들이 게임물을 이용하여 획득한 결과물에 대하여 환전을 요구하면 1점당 1원으로 계산하여 수수료 0.3%를 공제한 나머지를 현금으로 환전해주었다."
331856,판례내용,29,"이로써 피고인은 위 게임장 손님들이 게임물의 이용을 통하여 획득한 유·무형의 결과물을 환전하는 행위를 업으로 하고, 위 손님들이 게임물을 이용하여 도박 그 밖의 사행행위를 하게 하였다."
331856,판례내용,30,2.피고인 B
331856,판례내용,31,"피고인은 2023.12.12.경부터 같은 달 17.16:40경까지 위 ‘D PC방’에서, 위 A 명의 계좌로 합계 2,100만 원을 송금하여 그에 상응하는 게임머니를 충전한 후, A이 제공하는 게임물을 이용하여 일명 ‘룰렛’ 도박(룰렛을 돌려 총 16개의 그림 중 6개의 똑같은 그림이 나오면 승리하는 방식)을 하였다."
331856,판례내용,32,증거의 요지
331856,판례내용,33,1.피고인 A의 법정진술
331856,판례내용,34,2.피고인 B의 일부 법정진술
331856,판례내용,35,"3.피고인 A, B에 대한 각 경찰 피의자신문조서"
331856,판례내용,36,"4.압수조서, 압수목록"
331856,판례내용,37,"5.수사보고서(순번 1), 수사보고(순번 3)"
331856,판례내용,38,"6.각 계좌거래내역(순번 2, 17), 예금거래내역서(순번 16)"
331856,판례내용,39,7.현장사진(순번 13)
