판례일련번호,구분,문장번호,내용
337697,판례내용,1,청 주 지 방 법 원
337697,판례내용,2,판 결
337697,판례내용,3,사 건
337697,판례내용,4,"2023고단2520 성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영․반포등), 도로교통법위반(무면허운전)"
337697,판례내용,5,피 고 인
337697,판례내용,6,A
337697,판례내용,7,검 사
337697,판례내용,8,"정○(기소), 전○(공판)"
337697,판례내용,9,변 호 인
337697,판례내용,10,변호사 강○
337697,판례내용,11,판 결 선 고
337697,판례내용,12,2024.4.5.
337697,판례내용,13,주 문
337697,판례내용,14,피고인을 징역 1년 2월에 처한다.
337697,판례내용,15,다만 이 판결 확정일부터 2년간 위 형의 집행을 유예한다.
337697,판례내용,16,피고인에게 40시간의 성폭력 치료강의 수강 및 120시간의 사회봉사를 명한다.
337697,판례내용,17,이 유
337697,판례내용,18,범 죄 사 실
337697,판례내용,19,1.성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영․반포등)
337697,판례내용,20,"가.피고인은 2022.7.26.경 피고인의 주거지인 청주시 상당구 B건물, C호에서 피고인 휴대전화의 카메라 기능을 이용하여 속옷을 입고 잠을 자고 있던 전 연인 피해자 D의 하체 부위를 몰래 촬영한 것을 비롯하여 그때부터 2022.8.3.경까지 별지 범죄일람표 기재와 같이 총 6회에 걸쳐 피해자의 신체나 피해자와 성관계하는 모습을 피해자의 의사에 반하여 촬영하였다."
337697,판례내용,21,이로써 피고인은 휴대전화 카메라를 이용하여 성적 욕망 또는 수치심을 유발할 수 있는 피해자의 신체를 그의 의사에 반하여 촬영하였다.
337697,판례내용,22,나.누구든지 카메라나 그 밖에 이와 유사한 기능을 갖춘 기계장치를 이용하여 성적 욕망 또는 수치심을 유발할 수 있는 사람의 신체를 촬영한 촬영물 또는 복제물을 반포․판매․임대․제공 또는 공공연하게 전시․상영하여서는 아니 된다.
337697,판례내용,23,그럼에도 불구하고 피고인은 2022.8.4.
337697,판례내용,24,16:00경 불상의 장소에서 가.항과 같이 피해자 의사에 반하여 촬영한 별지 범죄일람표 순번 제6번 성관계 동영상 촬영물1)을 캡쳐한 후 캡쳐한 영상 파일을 카카오톡을 이용하여 피고인의 친구 E에게 전송하였다.
