판례일련번호,구분,문장번호,내용
319484,판례내용,1,서 울 중 앙 지 방 법 원
319484,판례내용,2,판 결
319484,판례내용,3,사 건
319484,판례내용,4,"2023고단5525 공무집행방해, 폭행"
319484,판례내용,5,피 고 인
319484,판례내용,6,A
319484,판례내용,7,검 사
319484,판례내용,8,"윤○(기소), 최○(공판)"
319484,판례내용,9,변 호 인
319484,판례내용,10,변호사 한○(국선)
319484,판례내용,11,판 결 선 고
319484,판례내용,12,2023.11.15.
319484,판례내용,13,주 문
319484,판례내용,14,피고인을 징역 1년 2월에 처한다.
319484,판례내용,15,이 유
319484,판례내용,16,범 죄 사 실
319484,판례내용,17,[범죄전력]
319484,판례내용,18,피고인은 2023.4.7.
319484,판례내용,19,"창원지방법원에서 상해죄 등으로 징역 10월을 선고받고, 2023.7.10."
319484,판례내용,20,창원교도소에서 그 형의 집행을 종료하였다.
319484,판례내용,21,[범죄사실]
319484,판례내용,22,1.폭행
319484,판례내용,23,피고인은 2023.9.11.
319484,판례내용,24,"02:00경 서울 관악구 B에 있는 피해자 C(남, 33세) 운영의 ‘D’ 주점에 들어가 술에 취하여 별다른 이유 없이 다른 손님들에게 시비를 거는 등 행패를 부렸고, 이에 피해자가 피고인을 제지하기 위하여 밖으로 데리고 나가자 화가 나 발로 피해자의 다리를 1회 걷어차는 등 피해자를 폭행하였다."
319484,판례내용,25,2.공무집행방해
319484,판례내용,26,"피고인은 제1항 기재 일시 및 장소에서 112 신고를 받고 출동한 경찰관에게 현행범인 체포되어, 같은 날 02:18경 서울 관악구 관악로5길 33 서울관악경찰서 E당직실에 인치되자 “내가 누굴 때렸다고?”라고 소리치는 등 소란을 피웠고, 이에 같은 날 02:5○경 그곳에서 당직 근무 중이던 서울관악경찰서 소속 경장 F(남, 28세)이 피고인에게 인치실로 들어가 대기하라고 하자 위 경장 F이 앉아 있는 책상 앞으로 다가가 책상에 설치된 아크릴판을 오른발로 걷어차 그 충격으로 책상 위에 있던 컴퓨터 모니터 등이 경장 F의 몸 위로 떨어지게 하여 폭행하였다."
319484,판례내용,27,"계속하여 피고인은 이를 목격한 서울관악경찰서 소속 경사 G(남, 29세)이 피고인을 제지하기 위하여 수갑을 채우고 소지품을 검사하는 등 유치장 입감절차를 진행하자, 발로 위 경사 G의 허벅지 부위를 1회 걷어차 폭행하고, 경사 G 및 경장 F에게 “나도 이제 인생의 목표가 생겼다, 네 두 놈은 죽여 버리겠다.”라고 말하여 협박하였다."
319484,판례내용,28,이로써 피고인은 경찰공무원들의 112 신고 사건 처리에 관한 정당한 직무집행을 방해하였다.
319484,판례내용,29,증거의 요지
319484,판례내용,30,1.피고인의 법정진술
319484,판례내용,31,"2.F, G에 대한 각 경찰 진술조서"
319484,판례내용,32,"3.H, I 작성의 각 진술서"
319484,판례내용,33,4.수사보고(피해자 C 전화 진술 청취보고)
319484,판례내용,34,"5.입건전조사보고서(J당직실 영상분석), 입건전조사보고서(방범용 CCTV 녹화영상 확인), 입건전조사보고서(통합유치장 CCTV 녹화자료 분석)"
319484,판례내용,35,6.112 신고사건 처리표
319484,판례내용,36,"7.판시 전과: 범죄경력등조회회보서, 수사보고(누범 및 동종 범죄 전력 확인), 판결문 사본 등"
319484,판례내용,37,법령의 적용
319484,판례내용,38,1.범죄사실에 대한 해당법조
319484,판례내용,39,"형법 제260조 제1항(폭행의 점), 각 형법 제136조 제1항(공무집행방해의 점)"
319484,판례내용,40,2.상상적 경합
319484,판례내용,41,"형법 제40조, 제50조(각 공무집행방해죄 상호 간)"
319484,판례내용,42,3.형의 선택
319484,판례내용,43,각 징역형 선택
319484,판례내용,44,4.누범가중
319484,판례내용,45,형법 제35조
319484,판례내용,46,5.경합범가중
319484,판례내용,47,"형법 제37조 전단, 제38조 제1항 제2호, 제50조(형이 더 무거운 공무집행방해죄에 정한 형에 위 두 죄의 장기형을 합산한 범위 내에서 경합범가중)"
319484,판례내용,48,양형의 이유
319484,판례내용,49,1.법률상 처단형의 범위: 징역 1월 ~ 14년
319484,판례내용,50,2.선고형의 결정 징역 1년 2월
319484,판례내용,51,공무집행방해죄는 정당한 공권력 행사를 방해하여 국가의 기능을 해하는 범죄로서 엄히 처벌할 필요가 있다.
319484,판례내용,52,"또한 피고인은 주점에서 난동을 부리다가 주점 주인을 폭행하기도 하였는바, 경찰관 및 폭행 피해자 모두가 피고인에 대한 처벌을 원하고 있는 점, 피고인은 공무집행방해죄, 폭행죄 등으로 실형을 선고받아 출소 후 곧바로 이 사건 동종 범행을 재차 범하였을 뿐만 아니라 그 외에도 동종 폭력 범죄로 처벌받은 전력이 다수인 점 등에 비추어 피고인의 죄책이 무겁고 그에 상응하는 실형의 처벌이 불가피하다."
319484,판례내용,53,"다만 피고인이 이 사건 범행과 그에 따른 책임을 인정하고 있는 점, 그 밖에 피고인의 나이, 성행, 가정환경, 범행의 동기와 경위, 범행의 수단과 결과, 범행 전후의 정황 등 이 사건 변론에 나타난 여러 양형조건 등을 종합하여 주문과 같이 형을 정한다."
319484,판례내용,54,판사 최○ _________________________
