판례일련번호,구분,문장번호,내용
307007,판례내용,1,울산지방법원
307007,판례내용,2,제3형사부
307007,판례내용,3,판결
307007,판례내용,4,"사 건 고○ 아동 2015 132 ·청소년의성보호에관한법률위반(성매수등), 실종아동등의보호및지원에관한법률위반"
307007,판례내용,5,"피 고 인 A (78년, 남), 회사원"
307007,판례내용,6,"검 사 윤○(기소), 김○(공판)"
307007,판례내용,7,변 호 인 변호사 채○
307007,판례내용,8,판 결 선 고 2015.9.11.
307007,판례내용,9,주문
307007,판례내용,10,피고인을 징역 1년 6개월에 처한다.
307007,판례내용,11,"다만, 이 판결 확정일부터 3년간 위 형의 집행을 유예한다."
307007,판례내용,12,피고인에 대하여 보호관찰을 받을 것과 40시간의 성폭력 치료강의 수강을 명한다.
307007,판례내용,13,이유
307007,판례내용,14,범죄사실
307007,판례내용,15,1.아동·청소년의성보호에관한법률위반(성매수등)
307007,판례내용,16,"피고인은 2014.11.20.경 울산 남구 ○○○ ×××호 자신의 주거지 내에서 스마트폰채팅 어플인 심톡 을 통하여 ‘ ’ 가출한 청소년인 피해자 B(여, 14세)를 알게 되었고, 이후 스마트폰 메신져 어플인 ‘틱톡’으로 “남녀가 같이 지내다 보면 섹도하게 될껀데 가능하죠?, 용돈 쪼매씩드리고 재워주고 먹여주고함”이라는 내용의 메시지 등을 전송하며 위 피해자 B와 함께 가출한 청소년인 피해자 C(여, 14세)를 자신의 주거지로 데려와 숙식과 용돈을 제공하고 성교 행위를 하기로 마음먹었다."
307007,판례내용,17,피고인은 2014.11.23.
307007,판례내용,18,"16:00경 울산 남구 ○○○ 앞길에서 피해자들을 만나 자신의K5 승용차에 태워 위 ×××호로 데려온 다음 같은 날 17:00경 그곳 안방 침대에서 피해자 C와 1회 성교 행위를 하고, 계속하여 같은 날 17:30경 같은 장소에서 피해자 B와1회 성교 행위를 한 것을 비롯하여 그때부터 2014.12.2."
307007,판례내용,19,"03:00경까지 별지 범죄일람표 기재 내용과 같이 피해자들과 총 15회에 걸쳐 성교 행위를 하고, 같은 기간 동안 피해자들에게 숙식과 용돈을 제공하고 옷을 사주었다."
