판례일련번호,구분,문장번호,내용
323444,판례내용,1,광주지방법원
323444,판례내용,2,판결
323444,판례내용,3,사건 2022고단4057 스토킹범죄의 처벌 등에 관한 법률 위반
323444,판례내용,4,피고인 A
323444,판례내용,5,"검사 이○(기소), 조○(공판)"
323444,판례내용,6,변호인 변호사 양○(국선)
323444,판례내용,7,판결선고 2023.1.12.
323444,판례내용,8,주문
323444,판례내용,9,피고인을 징역 10월에 처한다.
323444,판례내용,10,"다만, 이 판결 확정일부터 2년간 위 형의 집행을 유예한다."
323444,판례내용,11,피고인에게 40시간의 스토킹범죄 재범예방강의 수강을 명한다.
323444,판례내용,12,이유
323444,판례내용,13,범죄사실
323444,판례내용,14,"피고인과 피해자 B(여, 25세)은 같은 대학교 동문으로, 피고인은 2022.1.16.경부터 2022.1.17."
323444,판례내용,15,사이에 피해자에게 성적 수치심과 혐오감을 유발하는 인스타그램 메시지를 발송하여 2022.1.18.
323444,판례내용,16,"피해자의 고소로 수사를 받게 되었고, 2022.5.31."
323444,판례내용,17,성폭력범죄의 처벌 등에 관한 특례법 위반(통신매체 이용 음란)죄로 약식기소되어 2022.7.21.
323444,판례내용,18,광주지방법원에서 벌금 300만원의 약식명령을 발령받은 자이다.
323444,판례내용,19,피고인은 위 사건으로 수사를 받던 중○ 2022.5.7.
323444,판례내용,20,09:53경 피해자에게 “A입니다.
323444,판례내용,21,"저는 비겁하게도 안 걸릴 줄 알고 지금껏 숨어 있었습니다.그렇게 더러운 말을 해놓고 사과문이랍시고 썼지만 누군지도 밝히지 않은 채 도망치기 바빴습니다.죄송합니다.제가 누군지 아시고 얼마나 혐오감을 느끼셨을지 짐작조차 할 수 없습니다.어제 경찰조사를 받으면서 제가 ○○씨에게 보낸 메시지를 직접 읽고 정말 부끄러웠습니다.그날 나는 왜 이런 짓거리를 했을까, 메시지를 보내고 난 다음부터 지금까지 계속 후회하며 걸릴까 두려워했지만 이미 후회하기엔 늦어버렸다는 걸 실감한 하루였습니다.저의 변명으로는 ○○씨가 저로 인해 겪으신 그 감정들을 진심으로 헤아릴 수 없다는 걸 알고 있습니다.죄송합니다.고생시켜서 정말 죄송합니다.”라는 인스타그램 메시지를 전송하였으나 피해자가 답장을 하지 않았고, 피해자의 국선변호인을 통해 합의의사가 없다는 사실을 전달받았음에도, 2022.6.1."
323444,판례내용,22,17:36경 광주 서구 C에 있는 주거지에서 피해자에게 “A입니다.
323444,판례내용,23,"이렇게 또 메시지를 직접적으로 보내게 되어서 정말 죄송합니다.○○님의 국선변호사와 접촉하고 싶지만 접촉할 방도가 전혀 없는 상황이라 그렇습니다.현재 모든 조사를 성실히 마쳤지만 ○○님의 용서나 합의가 없으면 제가 아무리 반성한다고 해도 답이 없기에 정말 미칠 것 같습니다.제발 제게 한 번만 기회를 주실 수 없겠습니까.저는 현재 약식기소가 된 상태인데 이대로 벌금형을 맞고 전과자가 되면 부모님을 볼 낯이 없습니다.아직 제대로 된 직장도 구하지 못했는데 앞으로 전과자로서 어떻게 살아가야 할지도 모르겠습니다.정말 막막합니다.물론, ○○님한테는 상관없는, 알고 싶지도 않은 가해자의 사정에 불과하겠지만 한 번만 염치 불고하고 용서를 구걸할 수 없겠습니까.이 메시지가 2차 가해가 될 수 있다는 것은 알고 있습니다.하지만 정말 머릿속이 터져버릴 것 같아서 보내면 안 된다는 걸 아는데도 이렇게 보내게 되었습니다.죄송합니다.제발 한 번만 살려주십시오.하라는 것은 뭐라도 하겠습니다.○○님에게 성적으로 저속한 메시지를 보낸 놈한테 용서라는 표현이 아깝겠지만 정말 간곡히 부탁드리겠습니다.이미 읽어버린 메시지의 내용을 머릿속에서 지워버릴 순 없겠지만 ○○님이 조금이라도 편해질 수 있는 일이 있다면 뭐든지 하겠습니다.제발 한 번만 살 수 있는 기회를 주십시오.부탁드리겠습니다.”라는 메시지를 보낸 것을 비롯하여 그때부터 2022.7.8."
323444,판례내용,24,23:06경까지 별지 범죄일람표 기재와 같이 10회에 걸쳐 지속적 또는 반복적으로 피해자의 의사에 반하여 정당한 이유 없이 인스타그램 메시지를 전송하여 불안감 또는 공포심을 일으키는 스토킹행위를 하였다.
323444,판례내용,25,증거의 요지
323444,판례내용,26,1.피고인의 법정진술
323444,판례내용,27,1.B에 대한 경찰 진술조서
323444,판례내용,28,1.피의자가 보낸 메시지
323444,판례내용,29,1.인스타그램 다이렉트 메시지
323444,판례내용,30,법령의 적용
323444,판례내용,31,1.범죄사실에 대한 해당법조 및 형의 선택
323444,판례내용,32,"스토킹범죄의 처벌 등에 관한 법률 제18조 제1항(포괄하여), 징역형 선택"
323444,판례내용,33,1.집행유예
323444,판례내용,34,형법 제62조 제1항(아래 양형의 이유 중 유리한 정상 참작)
323444,판례내용,35,1.수강명령
323444,판례내용,36,스토킹범죄의 처벌 등에 관한 법률 제19조 제1항 제1호
323444,판례내용,37,양형의 이유
323444,판례내용,38,피고인의 스토킹 행위로 인하여 피해자의 정신적 충격이 상당했을 것으로 보인다.
323444,판례내용,39,피해자로부터 용서받지도 못했다.
323444,판례내용,40,이러한 점은 불리한 정상이다.
323444,판례내용,41,그러나 피고인이 이 사건 범행을 자백하고 자신의 잘못을 반성하고 있다.
323444,판례내용,42,범죄사실에 기재된 벌금형 전과 1회 이외에 동종 범죄로 처벌받은 전력은 없다.
323444,판례내용,43,이러한 점은 유리한 정상이다.
323444,판례내용,44,"그 밖에 피고인의 연령, 성행, 직업 및 환경, 이 사건 범행에 이르게 된 동기와 경위, 범행 후의 정황 등 이 사건 기록 및 변론에 나타난 제반 양형조건들을 참작하여 주문과 같은 형을 정한다."
323444,판례내용,45,판사 박○
