판례일련번호,구분,문장번호,내용
326720,판례내용,1,대전지방법원 서산지원
326720,판례내용,2,제1형사부
326720,판례내용,3,판결
326720,판례내용,4,사건 2022고합107 공직선거법 위반
326720,판례내용,5,"피고인 A 검 사○(기소), 김○(공판)변호인 변호사 조○(국선)판결선고 2022.11.16."
326720,판례내용,6,주문
326720,판례내용,7,"피고인을 벌금 5,000,000원에 처한다."
326720,판례내용,8,"피고인이 위 벌금을 납입하지 아니하는 경우 100,000원을 1일로 환산한 기간 피고인을 노역장에 유치한다."
326720,판례내용,9,위 벌금 상당액의 가납을 명한다.
326720,판례내용,10,이유
326720,판례내용,11,"범죄사실 누구든지 당선되지 못하게 할 목적으로 연설·방송·신문·통신·잡지·벽보·선전문서 기타의 방법으로 후보자에게 불리하도록 후보자, 그의 배우자 또는 직계존·비속이나 형제자에 관하여 허위의 사실을 공표하여서는 아니 된다."
326720,판례내용,12,피고인은 2022.2.경 충남 태안군 B에 있는 피고인의 주거지에서 휴대폰을 이용하여 ‘페이스북’에 접속한 뒤 피고인의 지인들을 비롯하여 다수의 사람들이 접근할 수 있는 피고인의 페이스북 계정에 제20대 대통령선거 C정당 후보자인 D을 지칭하여 ‘D은 중학교 때 여자 초등학생을 집단 강간하여 소녀가 사망함.77~78년 당시 영천댐에서 여자초등학생에게 D을 포함해 5명이 집단 강간하여 소녀가 사망함.강간 사건으로 인해 당시 D은 중학교 퇴학당함.미성년자가 가는 감옥소 소년원에서 4~5년 복역한 D은 소년원 출신이며 출소 후 검정고시 시험을 치게 됨.D은 사법고시 합격하고 신분세탁함.환경도 가난하지 않았으며 2층 집에 살았다는 D 맏형의 얘기입니다.10명에게만 전달하면 당신은 애국자입니다.’라는 내용의 글을 게시하였다.
326720,판례내용,13,"그러나 사실 D 후보자의 ‘범죄·수사경력 회보서’나 이를 기초로 작성된 ‘후보자 정보공개자료’에 소년부 송치 전력이 없고, 위 후보자는 1976.2.경 안동시 소재 E국민학교를 졸업한 직후 성남시로 이주하여 1977～78년에 안동에서 중학교를 다니지 않았으며, 2021.12.초순경 D 후보의 선거캠프는 “성폭행혐의로 수감된 소년원 출신이다?”라는 의혹은 허위사실이다."
326720,판례내용,14,"D 후보는 77년부터 F공단에 있는 공장에 다녔고, 안양소년원은 여성 교화시설로 남성이 들어가는 곳이 아니다”는 등의 내용으로 적극 해명한 바 있으며, 그 무렵 주요 언론에서도 ‘소년원 복역’ 등 의혹을 취재한 결과 ‘사실이 아님’이라는 취지의 기사가 다수 보도된 바 있었다."
326720,판례내용,15,이로써 피고인은 후보자인 D을 당선되지 못하게 할 목적으로 후보자에 관하여 인터넷에 허위 내용의 글을 게시하여 허위사실을 공표하였다.
326720,판례내용,16,증거의 요지
326720,판례내용,17,1.피고인의 법정진술
326720,판례내용,18,2.G에 대한 경찰 진술조서
326720,판례내용,19,3.언론보도 자료 등
326720,판례내용,20,4.페이스북 캡처 사진
326720,판례내용,21,5.수사보고서(인터넷 관련기사 기록 첨부)
326720,판례내용,22,법령의 적용
326720,판례내용,23,1.범죄사실의 해당법조 및 형의 선택 공직선거법 제250조 제2항(벌금형 선택)
326720,판례내용,24,"2.노역장 유치 형법 제70조 제1항, 제69조 제2항 3.가납명령 형사소송법 제334조 제1항"
326720,판례내용,25,양형의 이유
326720,판례내용,26,"1.법률상 처단형의 범위: 벌금 500만 원 ∼ 3,000만 원"
326720,판례내용,27,2.양형기준에 따른 권고형의 범위 [유형의 결정] 선거범죄 > 03.허위사실공표·후보자비방 > [제3유형] 낙선목적 허위사실공표
326720,판례내용,28,[특별양형인자] 없음
326720,판례내용,29,"[권고영역 및 권고형의 범위] 기본영역, 벌금 500만 원 ∼ 1,000만 원"
326720,판례내용,30,3.선고형의 결정: 벌금 500만 원
326720,판례내용,31,"아래의 정상과 그 밖에 피고인의 성행, 가족관계, 범행의 경위, 수단과 결과, 범행 후의 정황 등 이 사건 변론에 나타난 여러 양형의 조건을 참작하여 주문과 같이 형을 정한다."
326720,판례내용,32,○ 불리한 정상: 피고인은 제20대 대통령선거일에 임박한 시점에 불특정 다수의 사람들이 접근 가능한 피고인의 페이스북 계정에 대통령 후보자에 관한 허위사실이 기재된 글을 게시하였다.
326720,판례내용,33,"이 사건 범행은 유권자의 올바른 의사결정에 혼란을 초래하여 자유민주주의의 근간을 이루는 선거의 공정성을 훼손할 우려가 있고, 불특정 다수인에게 후보자에 대한 그릇된 인식을 하게 할 위험이 있다는 측면에서 그 책임이 무겁다."
326720,판례내용,34,○ 유리한 정상: 피고인은 자신의 잘못을 인정하면서 반성하는 모습을 보이고 있다.피고인은 타인으로부터 전달받은 글을 그대로 게시하였을 뿐 피고인이 위 글을 직접 작성하지는 않았다.
326720,판례내용,35,"피고인에게 선거에 영향을 미치려는 적극적인 의도가 있었던 것으로 보이지는 않고, 적시된 허위사실이 후보자의 당락을 좌우할 정도로 큰 영향을 미쳤을 것으로 보이지 않는다."
326720,판례내용,36,고발인 G은 2022.3.11.
326720,판례내용,37,피고인에 대한 고발을 취하하였다.
326720,판례내용,38,피고인에게 동종의 범죄 전력이 없다.
326720,판례내용,39,재판장 판사 김○ _________________________
326720,판례내용,40,판사 심○ _________________________
326720,판례내용,41,판사 임○ _________________________
