판례일련번호,구분,문장번호,내용
334366,판례내용,1,서 울 중 앙 지 방 법 원
334366,판례내용,2,제 5 - 3 형 사 부
334366,판례내용,3,판 결
334366,판례내용,4,"사 건 2023노2565 업무상횡령, 사기"
334366,판례내용,5,피 고 인 A
334366,판례내용,6,항 소 인 피고인
334366,판례내용,7,"검 사 김○, 김○(기소), 장○(공판)"
334366,판례내용,8,변 호 인 변호사 박○(국선)
334366,판례내용,9,원 심 판 결 서울중앙지방법원 2023.9.6.
334366,판례내용,10,"선고 2022고단4645, 2023고단2732(병합)판결 및 2023초기2768 배상명령신청"
334366,판례내용,11,판 결 선 고
334366,판례내용,12,2023.12.15.
334366,판례내용,13,주 문
334366,판례내용,14,원심 판결을 파기한다.
334366,판례내용,15,피고인을 징역 6월에 처한다.
334366,판례내용,16,이 유
334366,판례내용,17,1.이 법원의 심판범위
334366,판례내용,18,"원심은 배상신청인의 배상신청을 각하하였는데, 배상신청인은 소송촉진 등에 관한 특례법 제32조 제4항에 따라 배상신청을 각하한 재판에 대하여 불복을 신청할 수 없으므로, 위와 같이 배상신청을 각하한 부분은 그 즉시 확정되어 이 법원의 심판범위에서 제외된다."
334366,판례내용,19,2.항소이유 요지
334366,판례내용,20,원심의 형(징역 8월)이 너무 무겁다.
334366,판례내용,21,3.판단
334366,판례내용,22,"살피건대, 이 사건 경위 등에 비추어 죄질이 좋지 않은 점, 피해금액의 규모도 상당하고 피해자들과 합의하지 못한 점은 불리한 정상이나, 피고인의 급여와 상계함으로써 피해자 D의 피해가 일부 회복된 것으로 보이고, 피고인이 당심에서 피해자 J, B, K에 대하여 형사공탁한 점, 초범인 점 등은 유리한 정상이다."
334366,판례내용,23,"이를 비롯하여 피고인의 연령, 성행, 환경, 범행의 동기, 수단과 결과, 범행 후의 정황 등 이 사건 기록과 변론에 나타난 양형의 조건이 되는 여러 사정들을 종합하여 보면, 원심의 형은 무거워서 부당하다고 인정된다."
334366,판례내용,24,4.결론
334366,판례내용,25,"피고인의 항소는 이유 있으므로 형사소송법 제364조 제6항에 의하여 원심판결을 파기하고, 변론을 거쳐 아래와 같이 다시 판결한다."
334366,판례내용,26,[다시 쓰는 판결 이유]
334366,판례내용,27,범죄사실 및 증거의 요지
334366,판례내용,28,"이 법원이 인정하는 범죄사실과 그에 대한 증거의 요지는 원심판결의 각 해당란 기재와 같으므로, 형사소송법 제369조에 의하여 이를 그대로 인용한다."
334366,판례내용,29,법령의 적용
334366,판례내용,30,1.범죄사실에 대한 해당법조 및 형의 선택
334366,판례내용,31,"형법 제356조, 제355조 제1항(업무상횡령의 점, 포괄하여), 각 형법 제347조 제1항(사기의 점, 피해자 J, B에 대한 사기의 점은 피해자별로 포괄하여), 각 징역형 선택"
334366,판례내용,32,1.경합범가중
334366,판례내용,33,"형법 제37조 전단, 제38조 제1항 제2호, 제50조"
334366,판례내용,34,재판장 판사 정○ _________________________
334366,판례내용,35,판사 구○ _________________________
334366,판례내용,36,판사 최○ _________________________
