판례일련번호,구분,문장번호,내용
331984,판례내용,1,의정부지방법원 고양지원
331984,판례내용,2,판 결
331984,판례내용,3,사 건
331984,판례내용,4,"2023고단2822, 2024고단58(병합), 67(병합)"
331984,판례내용,5,"사기, 공무집행방해, 폭행"
331984,판례내용,6,피 고 인
331984,판례내용,7,A
331984,판례내용,8,검 사
331984,판례내용,9,"조○(기소), 우○(공판)"
331984,판례내용,10,판 결 선 고
331984,판례내용,11,2024.4.17.
331984,판례내용,12,주 문
331984,판례내용,13,피고인을 징역 1년에 처한다.
331984,판례내용,14,이 유
331984,판례내용,15,범 죄 사 실
331984,판례내용,16,『2023고단2822』
331984,판례내용,17,1.폭행
331984,판례내용,18,피고인은 2023.10.20.
331984,판례내용,19,"00:50경 파주시 B에 있는 ‘C’ 앞에서 술에 취하여 식당 주인과 실랑이를 하던 중 피해자 D(29세)로부터 제지를 당하자 화가 나 “나보다 힘세냐, 팔씨름 하자.”라고 말하며 피해자를 쫓아가 왼팔로 피해자의 몸을 수회 밀고 왼팔로 피해자의 목을 약 2회 감아 폭행하였다."
331984,판례내용,20,2.공무집행방해
331984,판례내용,21,피고인은 2023.10.20.
331984,판례내용,22,"01:10경 파주시 E에 있는 ‘F’ 앞에서 ‘취객이 시비한다.’라는 112신고를 받고 출동한 파주경찰서 G지구대 소속 경사 H으로부터 귀가 요청을 받았음에도 제1항 기재 피해자에게 계속하여 시비를 걸었고, 이에 재차 제지를 받자 화가 나 H의 손목을 약 2회 꺾어 폭행하였다."
331984,판례내용,23,이로써 피고인은 경찰관의 112신고사건 처리에 관한 정당한 직무집행을 방해하였다.
331984,판례내용,24,3.사기
331984,판례내용,25,피고인은 2023.10.21.
331984,판례내용,26,"17:30경 파주시 I에 있는 ‘J’에서, 사실은 식대를 지불할 의사나 능력이 없음에도 식대를 지불할 것처럼 행세하여 이에 속은 피해자 K으로부터 시가 합계 25,000원에 해당하는 대패삼겹살 2인분, 소주 1병을 제공받았다."
331984,판례내용,27,"이로써 피고인은 피해자를 기망하여 이에 속은 피해자로부터 약 25,000원에 해당하는 재산상 이익을 취득하였다."
331984,판례내용,28,『2024고단58』
331984,판례내용,29,1.피해자 L에 대한 사기
331984,판례내용,30,피고인은 2023.12.6.
