판례일련번호,구분,문장번호,내용
338291,판례내용,1,서 울 중 앙 지 방 법 원
338291,판례내용,2,판 결
338291,판례내용,3,사 건
338291,판례내용,4,"2022고단5546 범죄단체가입, 범죄단체활동, 사기"
338291,판례내용,5,2022초기6925 배상명령신청
338291,판례내용,6,피 고 인
338291,판례내용,7,A
338291,판례내용,8,검 사
338291,판례내용,9,"김○(기소), 박○(공판)"
338291,판례내용,10,변 호 인
338291,판례내용,11,법무법인(유한)중부로
338291,판례내용,12,담당변호사 강○
338291,판례내용,13,배상 신청인
338291,판례내용,14,B
338291,판례내용,15,판 결 선 고
338291,판례내용,16,2023.2.8.
338291,판례내용,17,주 문
338291,판례내용,18,피고인을 징역 4년 6개월에 처한다.
338291,판례내용,19,피고인으로부터 600만 원을 추징한다.
338291,판례내용,20,피고인에 대하여 위 추징금 상당액의 가납을 명한다.
338291,판례내용,21,배상신청인의 배상명령신청을 각하한다.
338291,판례내용,22,이 유
338291,판례내용,23,범 죄 사 실
338291,판례내용,24,"전화금융사기(이하 ‘보이스피싱’이라 한다)범행은 국내 수사기관의 추적이 어려운 TXZ 지역에서 인터넷 전화 등을 이용하여 한국에 있는 불특정 다수의 피해자들을 상대로 수사기관이나 금융감독원 사칭, 대출빙자 등의 내용으로 피해자들을 기망하여 이에 속은 피해자들로 하여금 자신들이 관리하는 계좌로 금원을 이체 또는 무통장 입금하도록 하거나 피해자들로부터 금원을 교부받아 편취하는 범행이다."
338291,판례내용,25,"보이스피싱 범행은 국내에 있는 피해자들을 속여 돈을 송금하게 하는 일명 ‘오더집’, 보이스피싱 범행에 이용될 계좌에 연결된 카드를 모집하고 피해 금원을 인출하는 역할을 담당하는 일명 ‘장집’ 등 분담된 역할을 수행하는 내부 조직 사이의 유기적 의사연락에 따라 실행되며, 보이스피싱 범죄조직은 범행 전체를 총괄하며 조직 간의 유기적인 연락을 담당하는 ‘총책’, 총책의 지시를 받아 조직원들을 관리하며 그들에게 기망수법과 통장모집 및 현금수거 방법 등을 교육시키는 ‘관리책’, 불특정 다수의 피해자들에게 전화를 걸어 대출빙자 등을 사칭한 거짓말을 하여 피해자들을 속이는 ‘상담원(또는 유인책)’, 계좌에 입금된 피해금을 인출하여 전달하거나 피해자들을 직접 만나 돈을 받아오는 ‘현금인출책, 현금수거책’, 범행에 사용될 대포통장이나 조직원 등을 모집하는 ‘모집책’ 등으로 각각 분담된 역할을 수행하면서 검거에 대비하여 고도의 점조직 형태로 운영되고 있다."
338291,판례내용,26,1.피고인과 공범들의 지위 및 역할
338291,판례내용,27,"C(일명 ‘D’)는 2018.3.경부터 2022.10.경까지, E(일명 ‘F’)은 2018.3.경부터 2019.8.경까지, G(일명 ‘H’ 또는 ‘I’)은 2019.8.경부터 2022.10.경까지 필리핀 앙헬레스에서 건물을 임차하여 물적 설비를 갖추고 콜센터를 운영하면서, 조직원으로 모집한 한국인들을 필리핀으로 입국시켜 숙식을 제공하며 범행수법을 교육하여 대포통장을 모집하고, 현금인출책, 현금수거책을 통해 피해금을 수금하며, 조직원들의 실적을 취합하여 TXZ 수당을 지급하는 등 보이스피싱 범죄조직의 총책으로 활동한 사람들이다."
338291,판례내용,28,"피고인(일명 ‘J’, 가명 ‘K’)은 2018.3.경부터 2019.4.경까지 조직원들에게 대포통장 모집, 대포통장과 연결된 체크카드 수거, 피해금 출금 및 환전소 송금 등을 지시하고, 범행수법을 교육하며 행동강령 준수 여부를 감독하는 등 관리책으로 활동한 사람이다."
338291,판례내용,29,"L(가명 ‘M’ 또는 ‘N’)은 2018.8.경부터 2020.9.경까지, O(가명 ‘P’ 또는 ‘Q’)은 2019.8.경부터, 성명불상자(가명 ‘R’), 성명불상자(가명 ‘S’)는 불상의 일시부터 각 2022.10.경까지 조직원들에게 범행수법을 교육하면서 행동강령 준수 여부를 감독하는 등 관리책으로 활동한 사람들이다."
338291,판례내용,30,"T(가명 ‘U’ 또는 ‘V’), W(가명 ‘X’), Y(가명 ‘Z’ 또는 ‘AA’), AB(가명 ‘AC’ 또는 ‘AD’), AE(가명 ‘AF’), AG(가명 ‘AH’), AI(가명 불상), AJ(가명 ‘AK’), AL(가명 ‘AM’ 또는 ‘AN’), AO(가명 ‘AP’), AQ(가명 ‘AR’ 또는 ‘AS’), AT(가명 ‘AU’), AV(가명 ‘AW’), AX(가명 ‘AY’), AZ(가명 ‘BA’), BB(가명 ‘BC’), BD(가명 ‘BE’), BF(가명 ‘BG’), BH(가명 ‘BI’), BJ(가명 ‘BK’), BL(가명 ‘BM’), BN(가명 ‘BO’), BP(가명 ‘BQ’ 또는 ‘BR’), BS(가명 ‘BT’), BU(가명 ‘BV’), BW(가명 ‘BX’), BY(가명 ‘BZ’), 성명불상자(가명 ‘CA’ 또는 ‘CB’), 성명불상자(가명 ‘CC’), 성명불상자(가명 ‘CD’)는 E, G 등이 대량으로 보낸 구인 및 대출 광고 문자메시지를 보고 연락하는 불특정 다수의 내국인들에게 사설 스포츠토토 사이트 관리자 및 금융기관 직원 등을 사칭하여 직원으로 채용되기 위해서는 계좌를 제공해야 한다는 취지로 속여 체크카드를 송부받거나, 저금리 대환대출을 진행하기 위해서는 기존 대출금액의 전부 또는 일부를 지정된 계좌로 송금해야 한다는 취지로 속여 피해금을 송금받는 상담원으로 활동한 사람들이다."
338291,판례내용,31,2.C 등의 범죄단체조직
338291,판례내용,32,가.보이스피싱 조직 계획 수립
338291,판례내용,33,"C와 E은 2018.3.경 필리핀 앙헬레스에 보이스피싱 범행을 목적으로 하는 콜센터를 설치하고, 팀장 및 상담원 역할을 맡을 사람들을 순차 고용한 후 불특정 다수의 피해자들에게 전화하여 스포츠토토 사이트 직원으로 채용할 것처럼 속여 보이스피싱 피해금을 수수할 계좌의 체크카드 등을 송부받거나 저금리로 대출을 해줄 것처럼 속여 피해금을 송금받는 수법의 보이스피싱 범행을 계획하고, 위 범행을 목적으로 하는 범죄단체를 조직하여 관리, 운영하기로 마음먹었다."
338291,판례내용,34,"그 후 E이 경찰에 체포되자 C, G은 2019.8.12.경부터 2020.2.2.경까지는 필리핀 앙헬레스 CE 2층 주택 등을, 2020.2.3.경부터 2022.10.경까지는 필리핀 앙헬레스 CF 2층 주택 등 여러 개소를 각각 임차하여 보이스피싱에 필요한 물적 설비를 갖추고, 팀장 및 상담원 역할을 맡을 사람들을 순차 고용한 후 불특정 다수 피해자들에게 전화하여 저금리로 대출을 해 줄 것처럼 속여 피해금을 송금받는 수법의 보이스피싱 범행을 계획하고, 위 범행을 목적으로 하는 범죄단체를 조직하여 관리, 운영하기로 마음먹었다."
338291,판례내용,35,나.범행에 사용될 사무실 및 집기 등 물적시설 마련
338291,판례내용,36,"C는 위와 같은 범행계획에 따라 2018.3.경 E과 함께 위 보이스피싱 콜센터에 보이스피싱 범행에 필요한 ① 대량의 전화번호, 범행 시나리오가 적힌 대본 등이 저장된 노트북, ② 수·발신용 인터넷 유선전화기, ③ 책상과 의자, ④ 필기도구 및 용지, ⑤ 가상 사설망(VPN), ⑥ 휴대전화기 및 와이파이 공유기, ⑦ 집기 등 물적설비를 갖추었다."
338291,판례내용,37,"그 후 C는 E이 경찰에 체포되자 G과 함께 2019.8.12.경부터 2020.2.2.경까지는 필리핀 앙헬레스 CE 2층 주택 등을, 2020.2.3.경부터 2022.10.경까지는 필리핀 앙헬레스 CF 2층 주택 등 여러 곳을 임차하여 숙소 겸 사무실로 사용하였고, 사무실에는 보이스피싱 범행에 필요한 책상, 전화기, 노트북, 공유기 등을 설치하고, 생활에 필요한 생필품 등을 별도로 마련하여 물적설비를 갖추었다."
338291,판례내용,38,다.조직원 선발 및 관리
338291,판례내용,39,1)신규조직원의 가입
