판례일련번호,구분,문장번호,내용
328107,판례내용,1,부산지방법원
328107,판례내용,2,제3형사부
328107,판례내용,3,판결
328107,판례내용,4,"사건 2023노1217 스토킹범죄의처벌등에관한법률위반, 주거침입, 공무집행방해"
328107,판례내용,5,피고인 A
328107,판례내용,6,항소인 쌍방
328107,판례내용,7,"검사 손○, 임○(기소), 박○(공판)"
328107,판례내용,8,변호인 변호사 김○(국선)
328107,판례내용,9,원심판결 부산지방법원 서부지원 2023.4.6.
328107,판례내용,10,"선고 2022고단2819, 2023고단 366(병합)판결"
328107,판례내용,11,판결선고 2023.6.16.
328107,판례내용,12,주문
328107,판례내용,13,피고인과 검사의 항소를 모두 기각한다.
328107,판례내용,14,이유
328107,판례내용,15,1.항소이유의 요지(각 양형부당)
328107,판례내용,16,"원심의 형(징역 1년 2월 등)은 너무 무겁거나(피고인), 너무 가벼워서(검사)부당하다."
328107,판례내용,17,2.판단
328107,판례내용,18,피고인과 검사의 각 양형부당 주장을 함께 본다.
328107,판례내용,19,제1심과 비교하여 양형의 조건에 변화가 없고 제1심의 양형이 재량의 합리적인 범위를 벗어나지 아니하는 경우에는 이를 존중함이 타당하다(대법원 2015.7.23.
328107,판례내용,20,선고 2015도3260 전원합의체 판결 등 참조).
328107,판례내용,21,"이 사건 각 범행은 피고인이 같은 피해자를 상대로 한 스토킹 범죄로 실형으로 처벌받은 후 불과 10여 일 만에 동일한 범행을 저지르고, 위 범행으로 구속되어 부산구치소에 수용 중 교정공무원을 폭행한 것으로서 죄질이 매우 불량한 점, 이 사건 스토킹 범행으로 피해자는 정신적으로 매우 큰 고통을 받았을 것으로 보이는 점, 피고인이 실형을 포함하여 여러 차례 처벌받은 전력이 있는 점 등은 피고인에게 불리한 정상이다."
328107,판례내용,22,"그러나 피고인이 자신의 범행을 인정하고 반성하고 있는 점, 피고인이 고령이고 정신과적 치료병력이 있는 등 건강상태가 좋지 아니한 점 등은 피고인에게 유리한 정상이다."
328107,판례내용,23,"원심은 위와 같은 정상들을 모두 고려하여 형을 정하였고, 당심에서 특별히 참작할 만한 양형조건의 변경이 없다."
328107,판례내용,24,"그 밖에 피고인의 나이, 성행, 환경, 범행의 동기 및 경위, 범행의 수단 및 결과, 범행 후의 정황 등 이 사건 기록 및 변론에 나타난 양형의 조건이 되는 제반 사정을 종합하여 보면, 원심의 형은 적정한 것으로 판단되고, 재량의 합리적인 범위를 벗어나 지나치게 무겁거나 가볍다고 보이지 않는다."
328107,판례내용,25,피고인과 검사의 각 양형부당 주장은 모두 받아들이지 않는다.
328107,판례내용,26,3.결론
328107,판례내용,27,피고인과 검사의 항소는 이유 없으므로 형사소송법 제364조 제4항에 따라 이를 모두 기각한다.
328107,판례내용,28,재판장 판사 문○ _________________________
328107,판례내용,29,판사 박○ _________________________
328107,판례내용,30,판사 나○ _________________________
