판례일련번호,구분,문장번호,내용
311902,판례내용,1,의 정 부 지 방 법 원
311902,판례내용,2,판 결
311902,판례내용,3,사 건
311902,판례내용,4,2023고단2707 도로교통법위반(음주운전)
311902,판례내용,5,피 고 인
311902,판례내용,6,A
311902,판례내용,7,검 사
311902,판례내용,8,"박○(기소), 이○(공판)"
311902,판례내용,9,변 호 인
311902,판례내용,10,변호사 김○
311902,판례내용,11,판 결 선 고
311902,판례내용,12,2024.4.18.
311902,판례내용,13,주 문
311902,판례내용,14,피고인을 징역 1년에 처한다.
311902,판례내용,15,"다만, 이 판결 확정일부터 2년간 위 형의 집행을 유예한다."
311902,판례내용,16,피고인에게 40시간의 준법운전강의 수강을 명한다.
311902,판례내용,17,이 유
311902,판례내용,18,범 죄 사 실
311902,판례내용,19,[범죄전력]
311902,판례내용,20,피고인은 2016.7.6.
311902,판례내용,21,의정부지방법원에서 도로교통법위반(음주운전)죄로 벌금 300만 원의 약식명령을 발령받고 2016.8.25.
311902,판례내용,22,위 약식명령이 확정되었다.
311902,판례내용,23,[범죄사실]
311902,판례내용,24,피고인은 2023.6.24.
311902,판례내용,25,10:21경 양주시 B 앞에서부터 같은 시 C 앞에 이르기까지 약 1km 구간에서 혈중알콜농도 0.145%의 술에 취한 상태로 (차량번호 1 생략)쏘렌토 승용차를 운전하였다.
311902,판례내용,26,이로써 피고인은 음주운전으로 벌금 이상의 형을 선고받고 그 형이 확정된 날부터 10년 내에 다시 음주운전을 하였다.
311902,판례내용,27,증거의 요지
311902,판례내용,28,1.피고인의 법정진술
311902,판례내용,29,"1.주취운전자 정황진술보고서, 음주운전단속사실결과조회"
311902,판례내용,30,"1.판시 전과 : 확정전과 확인결과보고, 약식명령문 사본, 범죄경력등조회회보서(A)"
311902,판례내용,31,법령의 적용
311902,판례내용,32,1.범죄사실에 대한 해당법조 및 형의 선택
311902,판례내용,33,"도로교통법 제148조의2 제1항 제3호, 제44조 제1항, 징역형 선택"
311902,판례내용,34,1.집행유예
311902,판례내용,35,형법 제62조 제1항
311902,판례내용,36,1.수강명령
311902,판례내용,37,형법 제62조의2
311902,판례내용,38,양형의 이유
311902,판례내용,39,"피고인이 여러 차례 음주운전, 무면허운전 범행으로 처벌받은 전력이 있음에도 다시 이 사건 음주운전을 한 점, 이 사건 음주운전 당시 피고인의 혈중알콜농도가 비교적 높았던 점, 피고인에게 벌금형을 초과하는 범죄전력은 없는 점, 그밖에 피고인의 나이, 성행, 환경, 범행 후의 정황 등 여러 양형조건을 고려하여 주문과 같이 형을 정한다."
311902,판례내용,40,판사 김○ _________________________
