판례일련번호,구분,문장번호,내용
326919,판례내용,1,대전지방법원 천안지원
326919,판례내용,2,제1형사부
326919,판례내용,3,판결
326919,판례내용,4,"사건 2022고합92성폭력범죄의 처벌 등에 관한 특례법 위반(13세 미만 미성년자 강제추행), 추행 유인, 성폭력범죄의 처벌 등에 관한 특례법 위반(비밀 준수 등)2022전고24(병합)부착명령"
326919,판례내용,5,피고인 겸 피부착명령 청구자 A
326919,판례내용,6,"검사 송○(기소), 김○(공판)"
326919,판례내용,7,변호인 변호사 박○
326919,판례내용,8,판결 선고 2022.11.21.
326919,판례내용,9,주문
326919,판례내용,10,피고인을 징역 6년에 처한다.
326919,판례내용,11,"피고인에 대한 정보를 10년간 정보통신망을 이용하여 공개하고, 고지한다."
326919,판례내용,12,"[다만, 대상범죄는 판시 추행 유인, 성폭력범죄의 처벌 등에 관한 특례법 위반(13세 미만 미성년자 강제추행)죄에 한한다]."
326919,판례내용,13,피고인에 대하여 아동·청소년 관련 기관 등과 장애인 관련 기관에 10년간 취업 제한(운영 및 사실상 노무 제공 금지 포함)을 명한다.
326919,판례내용,14,피부착명령 청구자에 대하여 12년간 위치추적 전자장치의 부착을 명한다.
326919,판례내용,15,피부착명령 청구자에 대하여 위 부착 기간 동안 별지 기재와 같은 준수사항을 부과한다.
326919,판례내용,16,이유
326919,판례내용,17,범죄 사실 및 부착명령 원인 사실
326919,판례내용,18,[범죄 사실]
326919,판례내용,19,1.성폭력범죄의 처벌 등에 관한 특례법 위반(비밀 준수 등)
326919,판례내용,20,피고인 겸 피부착명령 청구자(이하 ‘피고인’이라고 함)는 2013.8.1.
326919,판례내용,21,"광주지방법원 순천지원에서 성폭력범죄의 처벌 등에 관한 특례법 위반(13세 미만 미성년자 강제추행)죄로 징역 3년에 집행유예 4년을 선고받고, 2013.11.22."
326919,판례내용,22,위 판결이 확정된 신상정보 등록 대상자로 2014.2.20.
326919,판례내용,23,신상정보를 최초 등록하였다.
326919,판례내용,24,가.신상정보 등록 대상자는 제출한 신상정보가 변경된 경우 그 사유와 변경 내용을 변경 사유가 발생한 날부터 20일 이내에 주소지를 관할하는 경찰관서의 장에게 제출하여야 한다.
