판례일련번호,구분,문장번호,내용
306340,판례내용,1,수원지방법원 판결
306340,판례내용,2,사건 2017고정3447 절도
306340,판례내용,3,"피고인 이◯◯ (52년생, 남), 무직"
306340,판례내용,4,주거 화성시
306340,판례내용,5,등록기준지 이천시
306340,판례내용,6,"검사 김○(검사직무대리, 기소), 김○(공판)"
306340,판례내용,7,판결 선고 2018.2.19.
306340,판례내용,8,주문
306340,판례내용,9,피고인을 벌금 100만 원에 처한다.
306340,판례내용,10,"피고인이 위 벌금을 납입하지 아니하는 경우 금 100,000원을 1일로 환산한 기간 피고인을 노역장에 유치한다."
306340,판례내용,11,위 벌금에 상당한 금액의 가납을 명한다.
306340,판례내용,12,이유
306340,판례내용,13,범죄사실
306340,판례내용,14,피고인은 일정한 직업이 없는 사람이다.
306340,판례내용,15,피고인은 2017.10.16.
306340,판례내용,16,"16:45경 화성시 피해자 조◯◯(61세, 남)운영의 Ａ마트에서 판매하기 위하여 그곳에 진열된 일반 형광등 포장지에 값이 비싼 LED 램프 제품으로 교환한 후 일반 형광등 가격을 지불하고 이를 가지고 나가는 방법으로 시가 37,000원 상당의 LED램프를 절취하였다."
306340,판례내용,17,법령의 적용
306340,판례내용,18,1.범죄사실에 대한 해당법조 형법 제329조
306340,판례내용,19,1.형의 선택 : 벌금형 선택
306340,판례내용,20,"1.노역장유치 형법 제70조 제1항, 제69조 제2항"
306340,판례내용,21,1.가납명령 형사소송법 제334조 제1항
306340,판례내용,22,양형이유
306340,판례내용,23,"피고인은 2017.4.경 타인의 건조물에 침입하여 물건을 절취한 범행으로 벌금 70만 원의 약식명령을 발령받은 지 얼마 되지 않아, 포장지 안의 내용물을 바꿔치기하는 방법으로 또다시 이 사건 절도 범행을 반복하였다."
306340,판례내용,24,"피고인은 특별히 신체에 장애가 있거나 고령의 나이도 아니고, 집과 자동차를 소유하고 있는 것으로 보이는 등 생계형 범행이라고도 볼 수 없는 바, 이와 같이 대범하고 교묘한 범행을 피해자와 합의하였다는 이유만으로 계속 선처한다면 절도의 습벽이 개선될 수 없다고 보인다."
306340,판례내용,25,"그 밖에 피고인의 나이, 성행 및 환경, 이 사건 범행의 경위 및 결과, 범행 후의 정황 등 기록과 변론에 나타난 양형의 조건이 되는 제반 사정들을 종합하면, 약식명령의 벌금액(50만 원)은 너무 가볍다고 보이는바, 이를 증액하여 주문과 같이 형을 정한다."
306340,판례내용,26,판사 고○ _________________________
