판례일련번호,구분,문장번호,내용
325080,판례내용,1,대구지방법원 서부지원
325080,판례내용,2,판 결사
325080,판례내용,3,건 2022고단3301 스토킹범죄의 처벌 등에 관한 법률 위반
325080,판례내용,4,피고인 A
325080,판례내용,5,"검사 임○(기소), 오○(공판)"
325080,판례내용,6,판결 선고 2023.3.22.
325080,판례내용,7,주문
325080,판례내용,8,이 사건 공소를 기각한다.
325080,판례내용,9,이유
325080,판례내용,10,1.공소사실
325080,판례내용,11,누구든지 상대방의 의사에 반하여 정당한 이유 없이 지속적 또는 반복적으로 상대방에게 접근하거나 상대방에게 정보통신망을 이용하여 글을 도달하게 하는 행위를 하거나 직접 또는 제3자를 통하여 물건을 도달하게 하는 행위를 하여 상대방에게 불안감이나 공포심을 일으키는 스토킹 행위를 하여 스토킹 범죄를 범하여서는 아니 된다.
325080,판례내용,12,"피고인은 피해자 B(여, 26세)과 약 4년 간 교제를 한 후 2022.9.경 헤어진 사이이다."
325080,판례내용,13,1.온라인 송금 시스템을 이용하여 메시지 전송한 스토킹 범죄
325080,판례내용,14,피고인은 2022.10.13.
325080,판례내용,15,"04:21경 불상의 장소에서, 피해자가 피고인에게 연락하지 말 것을 요구하며 휴대전화 번호를 변경한 탓에 피해자에게 직접적으로 연락할 방법이 없게 되자, 피해자의 C 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “잘 지내 정말 좋아했”이라는 메시지를 작성하여 전송한 것을 비롯하여 그 무렵부터 2022.10.14."
325080,판례내용,16,15:48경까지 총 8회에 걸쳐 같은 방법으로 별지 범죄일람표 기재와 같이 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 메시지를 작성하여 전송하였다.
325080,판례내용,17,2.제3자를 통하여 물건을 도달하게 하거나 피해자에게 접근한 스토킹 범죄
325080,판례내용,18,가.제3자를 통하여 물건을 도달하게 한 행위
325080,판례내용,19,피고인은 2022.10.18.
325080,판례내용,20,22:00경 불상의 장소에서 지인인 D에게 부탁하여 그 무렵 D으로 하여금 피해자의 의사에 반하여 피해자의 직장인 대구 달서구 E 소재 F에 찾아가 피해자에게 접근하여 피고인이 작성한 편지를 피해자에게 전달하게 하였다.
325080,판례내용,21,나.피해자에게 접근한 행위
325080,판례내용,22,피고인은 2022.10.18.
325080,판례내용,23,"22:30경 피해자의 직장인 대구 달서구 E 소재 F 부근에서 퇴근하는 피해자를 발견하고 피해자에게 ‘잠시 이야기를 하자.’고 요구하였고, 피해자가 이를 거절하며 걸어가자 약 500m의 거리를 피해자를 따라가며 계속하여 대화를 하자고 요구하였다."
325080,판례내용,24,이로써 피고인은 피해자의 의사에 반하여 정당한 이유 없이 지속적 또는 반복적으로 피해자에게 정보통신망을 이용하여 글을 도달하게 하는 행위를 하고 제3자를 통하여 물건을 도달하게 하고 피해자에게 접근하여 피해자에게 불안감이나 공포심을 일으켜 스토킹 범죄를 범하였다.
325080,판례내용,25,2.판단
325080,판례내용,26,"이는 스토킹 범죄의 처벌 등에 관한 법률 제18조 제1항에 해당하는 죄로서 같은 조 제3항에 의하여 피해자가 구체적으로 밝힌 의사에 반하여 공소를 제기할 수 없는 사건인바, 피해자 B이 이 사건 공소 제기 후인 2022.12.1."
325080,판례내용,27,이 법원에 피고인에 대한 처벌 불원의 의사를 기재한 서면을 직접 제출하였으므로 형사소송법 제327조 제6호에 의하여 이 사건 공소를 기각한다.
325080,판례내용,28,판사 박○ _________________________
325080,판례내용,29,순번 일시 범행 장소 범행 방법
325080,판례내용,30,1 2022.10.13.
325080,판례내용,31,04:21경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “잘 지내 정말 좋아했”이라는 메시지를 작성하여 전송
325080,판례내용,32,2 2022.10.13.
325080,판례내용,33,12:07경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “밥 챙겨 먹어 거르지”라는 메시지를 작성하여 전송
325080,판례내용,34,3 2022.10.13.
325080,판례내용,35,22:49경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “전화 좀 줄 수 있나”라는 메시지를 작성하여 전송
325080,판례내용,36,4 2022.10.13.
325080,판례내용,37,22:54경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “기다릴게 곡 좀 줘 전”이라는 메시지를 작성하여 전송
325080,판례내용,38,5 2022.10.13.
325080,판례내용,39,23:34경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “부탁이다 전화 좀 꼭”이라는 메시지를 작성하여 전송
325080,판례내용,40,6 2022.10.14.
325080,판례내용,41,15:46경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “미안하다 내가 안 갈”이라는 메시지를 작성하여 전송
325080,판례내용,42,7 2022.10.14.
325080,판례내용,43,15:48경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “마지막이야 할 말 있”이라는 메시지를 작성하여 전송
325080,판례내용,44,8 2022.10.14.
325080,판례내용,45,15:48경 불상 피해자의 계좌로 금원을 송금하면서 받는 사람 통장 표시란에 “할 말 있다 꼭 전화 좀”이라는 메시지를 작성하여 전송
325080,판례내용,46,범죄일람표
