판례일련번호,구분,문장번호,내용
325520,판례내용,1,대전지방법원 공주지원
325520,판례내용,2,판 결
325520,판례내용,3,"사 건 2024고정6 업무방해, 건조물침입"
325520,판례내용,4,피고인 A
325520,판례내용,5,"검사 유○(기소), 박○(공판)"
325520,판례내용,6,판결선고 2024.6.14.
325520,판례내용,7,주문
325520,판례내용,8,"피고인을 벌금 5,000,000원에 처한다."
325520,판례내용,9,"피고인이 위 벌금을 납입하지 아니할 경우 100,000원을 1일로 환산한 기간 피고인을 노역장에 유치한다."
325520,판례내용,10,피고인에게 위 벌금액에 상당한 금액의 가납을 명한다.
325520,판례내용,11,이유
325520,판례내용,12,범죄사실
325520,판례내용,13,[전제사실]
325520,판례내용,14,"피고인은 주식회사 B(이하 ‘B’이라고 한다)의 대표로, 피해자 C(여, 53세)와 사이에 B이 2021.5.9.부터 2022.3.30.까지 공주시 D 대 910㎡ 토지에 근린생활시설 건물을 신축해주기로 하는 내용의 공사도급계약을 체결하였다."
325520,판례내용,15,"그러던 중 피해자는 B이 계약 기간에 공사를 완료하지 못하자 2022.6.30.까지 공사를 완료할 것을 최고하였고, 그때까지도 B이 공사를 완료하지 못하자 2022.7.28."
325520,판례내용,16,"공사도급계약을 해지하였으며, 이에 따라 피고인은 그 무렵 위 건물 공사현장(이하 '이 사건 공사현장'이라 한다)에서 철수하였다."
325520,판례내용,17,[범죄사실]
325520,판례내용,18,1.업무방해
325520,판례내용,19,"피고인은 위와 같이 2022.7.28.경 이 사건 공사현장에서 철수하여 더 이상 유치권을 행사할 수 없게 되었음에도, 2022.10.12.경 B 현장소장 E를 비롯한 성명불상의 직원들에게 지시하여 그들로 하여금 이 사건 공사현장 출입구에 철제 컨테이너 2개를 설치하게 하고, 이를 2023.2.2.까지 치우지 않아 그 기간 동안 피해자로부터 신축 건물 인테리어 공사를 도급받은 다른 업체의 작업 차량 등이 현장에 진입하지 못하게 하였다."
325520,판례내용,20,또한 피고인은 2022.10.19.
325520,판례내용,21,16:00경 성명불상의 B 직원들에게 지시하여 이 사건 공사현장에 신축된 건물 외벽에 유치권을 행사 중이라는 내용의 현수막을 게시하게 함으로써 불특정 다수인으로 하여금 B이 정당하게 유치권을 행사하고 있는 것처럼 오인하게 하였다.
325520,판례내용,22,이로써 피고인은 B 현장소장 E를 비롯한 성명불상의 직원들과 공모하여 위계 및 위력으로 피해자의 건물 인테리어 공사 업무를 방해하였다.
325520,판례내용,23,2.건조물침입
325520,판례내용,24,피고인은 제1항 기재와 같이 B 직원들에게 '이 사건 공사현장에 신축된 건물 외벽에 유치권을 행사 중이라는 내용의 현수막을 게시하라.'고 지시함으로써 피고인의 직원들로 하여금 2022.10.19.
325520,판례내용,25,16:00경 피고인의 지시를 이행하기 위하여 사다리를 타고 위 건물 2층 창문을 통해 피해자가 관리하는 위 건물 안으로 침입하게 하였다.
325520,판례내용,26,이로써 피고인은 B 현장소장 E를 비롯한 성명불상의 직원들과 공모하여 피해자가 관리하는 건조물에 침입하였다.
325520,판례내용,27,증거의 요지
325520,판례내용,28,1.피고인의 일부 법정진술
325520,판례내용,29,2.F에 대한 각 경찰 진술조서
325520,판례내용,30,3.공사도급변경계약서 사본
325520,판례내용,31,4.2022카합3036 통행방해금지가처분 결정서 사본
325520,판례내용,32,5.인테리어공사 계약서 사본
