판례일련번호,구분,문장번호,내용
338256,판례내용,1,서 울 중 앙 지 방 법 원
338256,판례내용,2,판 결
338256,판례내용,3,사 건
338256,판례내용,4,"2022고단4316 사기, 공무집행방해"
338256,판례내용,5,2022초기4793 배상명령신청
338256,판례내용,6,피 고 인
338256,판례내용,7,A
338256,판례내용,8,검 사
338256,판례내용,9,"정○(기소), 성○(공판)"
338256,판례내용,10,변 호 인
338256,판례내용,11,변호사 서○(국선)
338256,판례내용,12,배상 신청인
338256,판례내용,13,B
338256,판례내용,14,판 결 선 고
338256,판례내용,15,2023.5.3.
338256,판례내용,16,주 문
338256,판례내용,17,"피고인을 벌금 4,000,000원에 처한다."
338256,판례내용,18,"피고인이 위 벌금을 납입하지 아니하는 경우 100,000원을 1일로 환산한 기간 피고인을 노역장에 유치한다."
338256,판례내용,19,위 벌금에 상당한 금액의 가납을 명한다.
338256,판례내용,20,배상신청인의 신청을 각하한다.
338256,판례내용,21,이 유
338256,판례내용,22,범 죄 사 실
338256,판례내용,23,1.사기
338256,판례내용,24,피고인은 2022.4.19.
338256,판례내용,25,"00:18경 서울 관악구 C 앞 도로에서, 피해자 B이 운행하는 (차량번호 1 생략)택시에 승차하여 피해자에게 ‘서울 금천구 D시장으로 이동해 달라’고 말하여 마치 택시비를 정상적으로 지불할 의사나 능력이 있는 것처럼 행세하였다."
338256,판례내용,26,"그러나 사실 피고인은 당시 현금이나 신용카드 등 결제수단을 소지하지 않았고, 사용하는 계좌들에도 잔액이 없어 택시요금을 지불할 의사나 능력이 없었다."
338256,판례내용,27,"이로써 피고인은 위와 같이 피해자를 기망하여 이에 속은 피해자로 하여금 택시를 운행하게 하고도 그 대금 23,400원 상당을 지불하지 아니하여 동액 상당의 재산상 이익을 취득하였다."
338256,판례내용,28,2.공무집행방해
338256,판례내용,29,"피고인은 전항과 같은 날 01:10경 서울 관악구 E 앞 노상에서, 전항과 같은 내용의 112신고를 받고 출동한 서울관악경찰서 F지구대 소속 경찰관 G에게 “씨발놈아, 개새끼야”라고 욕설을 하면서 무릎으로 위 G의 낭심 부위를 1회 가격하여 폭행하였다."
338256,판례내용,30,이로써 피고인은 경찰관의 112신고 사건 처리에 관한 정당한 직무집행을 방해하였다.
338256,판례내용,31,증거의 요지
338256,판례내용,32,1.피고인의 법정진술
338256,판례내용,33,2.G에 대한 경찰 진술조서
338256,판례내용,34,3.B의 진술서
338256,판례내용,35,"4.CD복사본(택시 블랙박스 영상-1), CD복사본(택시 블랙박스 영상-2, CCTV)"
338256,판례내용,36,"5.택시미터기 사진, 캡쳐사진 각 1부"
338256,판례내용,37,6.112신고사건처리표
338256,판례내용,38,"7.입건전조사보고서(피조사자의 결제 가능 여부 확인), 수사보고서(수사 지휘에 따른 수사), 수사보고(피의자 전화면담)"
338256,판례내용,39,법령의 적용
338256,판례내용,40,1.범죄사실에 대한 해당법조 및 형의 선택
338256,판례내용,41,"형법 제347조 제1항(사기의 점, 벌금형 선택), 형법 제136조 제1항(공무집행방해의 점, 벌금형 선택)"
338256,판례내용,42,2.경합범가중
338256,판례내용,43,"형법 제37조 전단, 제38조 제1항 제2호, 제50조"
338256,판례내용,44,3.노역장유치
338256,판례내용,45,"형법 제70조 제1항, 제69조 제2항"
338256,판례내용,46,4.가납명령
338256,판례내용,47,형사소송법 제334조 제1항
338256,판례내용,48,5.배상신청의 각하
338256,판례내용,49,"소송촉진 등에 관한 특례법 제32조 제1항 제3호, 제25조 제3항 제3호(배상책임의 범위가 명백하지 아니하여 배상명령을 하는 것이 타당하지 아니함)"
338256,판례내용,50,양형의 이유
338256,판례내용,51,"1.법률상 처단형의 범위 : 벌금 30,000,000원 이하"
338256,판례내용,52,"2.양형기준 적용 여부 : 벌금형을 선택하였으므로, 양형기준이 적용되지 않는다."
338256,판례내용,53,"3.선고형의 결정 : 벌금 4,000,000원"
338256,판례내용,54,"피고인은 택시요금을 지불할 의사나 능력이 없었음에도 피해자를 기망하여 택시요금 상당의 재산상 이익을 취득하고, 112신고를 받고 출동한 경찰관을 폭행하여 직무집행을 방해하였는바, 범행 경위, 내용 등에 비추어 그 죄책이 가볍지 않다."
338256,판례내용,55,"피고인은 피해자와 피해 경찰관으로부터 용서를 받지 못하였고, 피해회복도 이루어지지 않았다."
338256,판례내용,56,피고인에게 그 책임에 상응하는 처벌이 불가피하다.
338256,판례내용,57,"한편, 피고인은 이 사건 범행을 모두 인정하면서 반성하는 태도를 보이고 있다."
338256,판례내용,58,"사기 범행으로 인한 피해금액이 23,400원으로 비교적 소액이다."
338256,판례내용,59,피해 경찰관에 대한 폭행의 정도가 비교적 중하지 않은 것으로 보인다.
338256,판례내용,60,피고인은 이 사건 이전에 형사처벌을 받은 전력이 없는 초범이다.
338256,판례내용,61,피고인이 현재 어린 아이를 혼자 양육하고 있다.
338256,판례내용,62,이를 피고인에게 유리한 정상으로 참작한다.
338256,판례내용,63,"위와 같은 여러 사정들과 그 밖에 피고인의 나이, 성행, 환경, 범행의 동기, 수단과 결과, 범행 후의 정황 등 이 사건 변론에 나타난 제반 양형 조건을 종합하여 주문과 같이 형을 정한다."
338256,판례내용,64,판사 이○ _________________________
